date,RefSt,Sensor_O3,Temp,RelHum,,,
28/04/2017 14:00:00,100,122.99,19,24,PR,17016,2
28/04/2017 15:00:00,106,373.3743,13.87,26.6,PR,17016,2
28/04/2017 16:00:00,106,444.3193,13,27,PR,17016,2
28/04/2017 17:00:00,99,388.944,12.63,27.37,PR,17016,2
28/04/2017 18:00:00,87,367.6223,11.87,28,PR,17016,2
28/04/2017 19:00:00,75,282.9513,10.63,28.37,PR,17016,2
28/04/2017 20:00:00,26,218.9227,10,36.23,PR,17016,2
28/04/2017 21:00:00,20,48.179,8.9,44.9,PR,17016,2
28/04/2017 22:00:00,41,44.6843,8,53.37,PR,17016,2
28/04/2017 23:00:00,60,67.3867,7,54,PR,17016,2
29/04/2017 00:00:00,54,131.0355,7,54.03,PR,17016,2
29/04/2017 02:00:00,44,60.7803,7,58.03,PR,17016,2
29/04/2017 03:00:00,61,79.2123,7,61.53,PR,17016,2
29/04/2017 04:00:00,50,143.2617,7,66.21,PR,17016,2
29/04/2017 05:00:00,20,100.8917,7,64.57,PR,17016,2
29/04/2017 06:00:00,20,41.2127,9.2,65.17,PR,17016,2
29/04/2017 07:00:00,47,37.248,18.5,30.5,PR,17016,2
29/04/2017 08:00:00,93,77.4253,19.27,29.23,PR,17016,2
29/04/2017 09:00:00,97,268.8713,20.53,23.47,PR,17016,2
29/04/2017 10:00:00,103,281.694,22.07,22.73,PR,17016,2
29/04/2017 11:00:00,110,385.6913,19.67,23.83,PR,17016,2
29/04/2017 12:00:00,111,394.0603,18.63,24.3,PR,17016,2
29/04/2017 13:00:00,110,354.607,19.67,24,PR,17016,2
29/04/2017 14:00:00,111,373.287,17.23,25.07,PR,17016,2
29/04/2017 15:00:00,105,362.1357,16.7,25.43,PR,17016,2
29/04/2017 16:00:00,99,340.187,13.2,40.1,PR,17016,2
29/04/2017 17:00:00,96,274.44,13,40,PR,17016,2
29/04/2017 18:00:00,89,304.7483,13,39.9,PR,17016,2
29/04/2017 19:00:00,88,228.2637,12,41,PR,17016,2
29/04/2017 20:00:00,95,211.978,12,44.17,PR,17016,2
29/04/2017 21:00:00,90,228.8217,12,48.37,PR,17016,2
29/04/2017 22:00:00,100,225.1943,12,50,PR,17016,2
29/04/2017 23:00:00,104,266.1323,11.63,52.5,PR,17016,2
30/04/2017 00:00:00,103,295.4627,12,53,PR,17016,2
30/04/2017 02:00:00,83,238.7997,12,53.63,PR,17016,2
30/04/2017 03:00:00,79,185.523,11.73,57.5,PR,17016,2
30/04/2017 04:00:00,84,156.4217,12,67.07,PR,17016,2
30/04/2017 05:00:00,82,228.856,12,65.33,PR,17016,2
