date;ref_o3;ref_no2;o3;no2;temp;humidity
2018-09-01 09:00:00;56.3;8.4;26.41;-1.23;15.7;99.9
2018-09-01 10:00:00;53.2;13.6;27.55;-2.01;17.72;99.9
2018-09-01 11:00:00;44.8;17.0;29.1;-4.47;19.8;99.37
2018-09-01 12:00:00;60.2;12.5;29.77;-5.26;21.61;93.31
2018-09-01 13:00:00;74.2;5.9;29.66;-4.18;22.48;88.97
2018-09-01 14:00:00;78.8;4.1;30.26;-4.66;22.76;84.2
2018-09-01 15:00:00;86.5;2.9;31.9;-2.49;21.91;88.26
2018-09-01 16:00:00;89.4;4.3;30.38;-1.77;21.8;88.07
2018-09-01 17:00:00;78.5;7.2;30.28;-2.19;21.45;91.19
2018-09-01 18:00:00;74.7;8.3;28.58;-0.21;20.03;99.55
2018-09-01 19:00:00;55.6;6.3;27.31;-0.61;18.1;99.9
2018-09-01 20:00:00;47.2;11.1;24.14;0.35;17.75;99.9
2018-09-01 21:00:00;29.6;12.9;24.54;-0.47;17.74;99.9
2018-09-01 22:00:00;27.1;11.5;24.37;-0.5;17.53;99.9
2018-09-01 23:00:00;23.8;12.5;25.62;-1.61;17.03;99.9
2018-09-02 00:00:00;35.7;7.0;25.51;-2.38;16.82;99.9
2018-09-02 01:00:00;33.5;4.9;26.19;-1.96;16.45;99.9
2018-09-02 02:00:00;35.8;5.4;22.74;-0.44;16.35;99.9
2018-09-02 03:00:00;20.0;4.2;23.65;-2.01;16.18;99.9
2018-09-02 04:00:00;15.6;4.7;23.41;-2.14;15.7;99.9
2018-09-02 05:00:00;25.7;3.8;25.02;-2.06;15.39;99.9
2018-09-02 06:00:00;25.4;3.7;23.62;-1.37;16.0;99.9
2018-09-02 07:00:00;22.1;10.0;22.91;-1.92;16.92;99.9
2018-09-02 08:00:00;17.5;14.2;23.66;-2.3;17.26;99.9
2018-09-02 09:00:00;25.6;8.8;24.69;-2.97;17.82;99.9
2018-09-02 10:00:00;39.7;4.5;26.68;-3.06;18.86;99.9
2018-09-02 11:00:00;52.9;2.6;26.8;-3.75;19.78;99.9
2018-09-02 12:00:00;58.9;2.8;27.87;-3.67;20.09;99.86
2018-09-02 13:00:00;66.6;2.3;27.86;-1.68;18.42;99.89
2018-09-02 14:00:00;60.8;5.0;28.61;-1.25;16.63;99.9
2018-09-02 15:00:00;60.3;4.5;29.95;-2.46;18.41;99.9
2018-09-02 16:00:00;66.7;3.2;28.81;-2.22;20.19;99.9
2018-09-02 17:00:00;56.5;10.2;25.42;-1.4;19.34;99.9
2018-09-02 18:00:00;46.2;10.1;23.83;0.21;18.47;99.9
2018-09-02 19:00:00;29.5;11.8;23.07;-0.09;17.7;99.9
2018-09-02 20:00:00;16.7;19.8;22.56;-0.09;17.29;99.9
2018-09-02 21:00:00;11.5;17.8;22.58;0.22;16.64;99.9
2018-09-02 22:00:00;4.9;22.6;23.57;-0.4;16.34;99.9
2018-09-02 23:00:00;9.1;23.3;23.74;0.01;15.88;99.9
2018-09-03 00:00:00;4.0;24.5;23.76;-0.56;15.66;99.9
2018-09-03 01:00:00;4.8;22.7;21.14;-0.19;15.47;99.9
2018-09-03 02:00:00;14.1;10.0;22.21;-1.3;14.71;99.9
2018-09-03 03:00:00;8.8;12.3;20.99;-0.41;14.8;99.9
2018-09-03 04:00:00;13.2;9.2;23.43;-0.64;14.42;99.9
2018-09-03 05:00:00;5.3;17.7;24.18;-0.51;14.46;99.9
2018-09-03 06:00:00;0.7;27.5;21.63;1.22;15.34;99.9
2018-09-03 07:00:00;1.5;28.9;23.07;-0.72;16.8;99.86
2018-09-03 08:00:00;8.8;28.7;26.59;-3.09;19.03;96.42
2018-09-03 09:00:00;20.0;25.0;27.57;-4.52;21.17;87.99
2018-09-03 10:00:00;42.0;11.3;25.16;-3.33;22.57;83.35
2018-09-03 11:00:00;51.7;11.3;28.37;-3.65;23.85;80.62
2018-09-03 12:00:00;62.6;9.6;30.13;-3.65;24.94;77.1
2018-09-03 13:00:00;66.4;15.2;32.33;-4.32;25.64;72.58
2018-09-03 14:00:00;81.0;15.7;33.73;-4.69;26.03;70.62
2018-09-03 15:00:00;97.7;8.8;33.87;-1.95;25.52;71.28
2018-09-03 16:00:00;108.4;7.2;33.68;0.79;21.47;86.39
2018-09-03 17:00:00;88.3;12.3;29.55;2.66;17.72;99.88
2018-09-03 18:00:00;53.8;21.9;25.06;4.09;17.7;99.9
2018-09-03 19:00:00;23.9;40.0;25.09;2.12;16.93;99.9
2018-09-03 20:00:00;20.6;32.1;23.99;1.96;16.42;99.9
2018-09-03 21:00:00;20.0;25.4;25.43;0.6;15.65;99.9
2018-09-03 22:00:00;12.0;25.2;25.06;-1.09;15.32;99.9
2018-09-03 23:00:00;24.5;13.5;24.82;-1.0;15.07;99.9
2018-09-04 00:00:00;28.5;11.6;25.82;-1.18;15.49;99.9
2018-09-04 01:00:00;23.6;12.0;24.46;-1.36;15.27;99.9
2018-09-04 02:00:00;27.4;6.8;24.09;-1.24;14.88;99.9
2018-09-04 03:00:00;20.3;13.8;23.81;-1.1;14.45;99.9
2018-09-04 04:00:00;18.9;13.3;25.53;-1.21;14.35;99.9
2018-09-04 05:00:00;13.0;17.0;24.52;-1.23;14.2;99.9
2018-09-04 06:00:00;5.4;26.3;23.93;-0.81;15.06;99.9
2018-09-04 07:00:00;4.2;29.9;24.38;-0.77;17.13;99.11
2018-09-04 08:00:00;12.3;25.6;26.01;-2.59;19.19;93.07
2018-09-04 09:00:00;27.7;18.6;26.86;-3.65;20.88;86.35
2018-09-04 10:00:00;51.5;10.5;28.27;-4.8;23.4;79.2
2018-09-04 11:00:00;65.2;8.9;30.52;-5.2;24.65;76.26
2018-09-04 12:00:00;76.9;8.5;28.74;-2.82;26.05;74.89
2018-09-04 13:00:00;76.2;13.9;30.58;-2.84;27.37;68.11
2018-09-04 14:00:00;91.2;13.1;34.78;-4.96;28.37;63.31
2018-09-04 15:00:00;119.3;8.0;36.52;-4.05;27.53;64.55
2018-09-04 16:00:00;123.3;9.6;35.95;-0.8;26.62;67.79
2018-09-04 17:00:00;122.0;12.2;35.52;-0.51;25.44;76.92
2018-09-04 18:00:00;128.0;10.8;34.0;1.42;23.65;83.74
2018-09-04 19:00:00;107.2;11.7;29.88;2.1;20.9;93.17
2018-09-04 20:00:00;77.9;20.5;29.03;3.17;19.75;99.43
2018-09-04 21:00:00;37.3;35.6;29.04;3.02;19.38;99.2
2018-09-04 22:00:00;39.7;40.9;27.84;0.78;18.51;99.9
2018-09-04 23:00:00;47.9;25.6;27.7;0.81;18.34;99.9
2018-09-05 00:00:00;48.2;21.2;26.55;0.3;18.39;99.9
2018-09-05 01:00:00;40.0;23.5;26.29;-0.66;17.84;99.9
2018-09-05 02:00:00;49.2;9.3;26.54;-1.36;17.06;99.9
2018-09-05 03:00:00;38.8;12.2;26.52;-0.4;16.94;99.9
2018-09-05 04:00:00;33.1;15.8;26.83;-0.1;16.75;99.9
2018-09-05 05:00:00;26.7;22.0;22.65;1.08;16.41;99.9
2018-09-05 06:00:00;15.9;35.8;22.89;2.29;17.38;99.89
2018-09-05 07:00:00;6.7;48.1;24.34;1.35;19.58;98.22
2018-09-05 08:00:00;16.1;40.5;27.72;-1.76;21.51;92.12
2018-09-05 09:00:00;50.3;24.0;28.47;-1.46;23.23;88.43
2018-09-05 10:00:00;61.2;22.9;29.76;-4.11;25.8;82.0
2018-09-05 11:00:00;77.1;19.3;32.44;-3.56;26.94;76.76
2018-09-05 12:00:00;102.6;12.3;35.35;-3.98;27.52;76.62
2018-09-05 13:00:00;118.9;8.5;36.36;-4.32;28.02;74.55
2018-09-05 14:00:00;108.3;5.4;38.08;-5.08;28.84;69.76
2018-09-05 15:00:00;130.8;6.1;37.66;-1.99;28.01;71.4
2018-09-05 16:00:00;137.3;12.5;38.27;-1.76;26.94;72.92
2018-09-05 17:00:00;137.2;11.6;37.38;-1.01;26.22;75.49
2018-09-05 18:00:00;138.0;5.7;33.32;-1.05;24.43;83.12
2018-09-05 19:00:00;108.1;7.5;31.34;0.32;21.82;91.72
2018-09-05 20:00:00;82.4;12.4;28.31;2.67;20.83;97.14
2018-09-05 21:00:00;57.6;28.3;25.31;4.33;20.46;99.48
2018-09-05 22:00:00;28.0;58.9;29.55;1.27;19.94;99.9
2018-09-05 23:00:00;54.6;30.7;29.49;0.42;19.61;99.9
2018-09-06 00:00:00;55.8;24.8;29.33;-0.14;19.45;99.9
2018-09-06 01:00:00;71.2;14.5;27.64;-1.66;18.63;99.9
2018-09-06 02:00:00;50.8;15.0;27.45;-0.98;18.03;99.9
2018-09-06 03:00:00;42.9;14.3;28.45;-1.27;18.25;99.9
2018-09-06 04:00:00;53.6;12.4;27.07;-0.72;18.55;99.9
2018-09-06 05:00:00;42.4;20.6;23.45;2.63;18.51;99.9
2018-09-06 06:00:00;5.3;50.4;25.04;1.39;19.05;99.76
2018-09-06 07:00:00;9.5;51.0;24.96;0.96;20.88;97.35
2018-09-06 08:00:00;26.5;40.4;27.84;-0.45;22.82;91.78
2018-09-06 09:00:00;47.2;36.1;33.26;-4.1;24.6;84.24
2018-09-06 10:00:00;105.7;14.5;34.77;-4.04;26.55;78.45
2018-09-06 11:00:00;129.8;10.9;35.55;-5.65;28.58;72.48
2018-09-06 12:00:00;134.8;8.9;36.8;-4.85;28.55;70.22
2018-09-06 13:00:00;150.3;4.8;38.26;-5.47;28.73;68.88
2018-09-06 14:00:00;152.6;4.8;37.95;-4.21;28.71;66.31
2018-09-06 15:00:00;147.5;3.0;39.92;-0.87;27.61;72.0
2018-09-06 16:00:00;153.3;4.2;40.61;-1.64;26.44;75.55
2018-09-06 17:00:00;147.1;4.8;36.21;0.27;25.11;81.4
2018-09-06 18:00:00;135.1;8.2;35.3;1.25;23.97;86.52
2018-09-06 19:00:00;116.9;17.2;36.44;-0.55;20.95;94.17
2018-09-06 20:00:00;107.2;9.0;34.13;0.36;18.86;99.9
2018-09-06 21:00:00;99.7;6.5;31.15;0.27;18.77;99.84
2018-09-06 22:00:00;77.4;10.4;29.69;0.13;19.98;99.06
2018-09-06 23:00:00;79.5;20.3;30.33;0.51;19.12;99.76
2018-09-07 00:00:00;77.0;12.5;29.53;-0.28;18.29;99.9
2018-09-07 01:00:00;61.1;11.0;26.94;-1.11;18.13;99.9
2018-09-07 02:00:00;41.6;8.9;26.5;-0.72;18.1;99.9
2018-09-07 03:00:00;44.5;8.2;28.94;-2.07;17.73;99.9
2018-09-07 04:00:00;60.8;7.4;26.22;-0.81;17.35;99.9
2018-09-07 05:00:00;36.3;12.5;26.05;-0.58;17.24;99.9
2018-09-07 06:00:00;28.3;18.1;25.49;-0.16;17.25;99.9
2018-09-07 07:00:00;24.5;22.4;25.2;0.17;17.42;99.9
2018-09-07 08:00:00;23.7;23.4;24.21;0.75;17.85;99.9
2018-09-07 09:00:00;21.1;27.6;24.75;0.68;19.11;99.9
2018-09-07 10:00:00;30.4;25.1;28.11;-1.42;21.57;98.46
2018-09-07 11:00:00;65.9;19.3;30.93;-2.57;23.07;94.77
2018-09-07 12:00:00;82.8;14.6;31.91;-4.1;22.72;94.46
2018-09-07 13:00:00;91.8;12.0;32.08;-3.68;24.86;86.87
2018-09-07 14:00:00;93.0;16.6;32.38;-3.76;25.7;82.89
2018-09-07 15:00:00;101.1;16.2;33.18;-2.34;26.17;81.46
2018-09-07 16:00:00;102.9;16.9;34.62;-0.84;25.13;83.52
2018-09-07 17:00:00;105.7;16.6;33.79;0.28;24.44;86.56
2018-09-07 18:00:00;104.1;15.1;31.32;-0.13;22.8;94.57
2018-09-07 19:00:00;90.0;12.0;30.86;0.13;20.47;99.85
2018-09-07 20:00:00;75.8;17.9;29.76;0.86;19.72;99.9
2018-09-07 21:00:00;58.9;23.9;27.19;3.05;19.45;99.9
2018-09-07 22:00:00;33.7;36.4;26.93;1.33;19.3;99.9
2018-09-07 23:00:00;43.5;28.0;26.86;0.09;18.96;99.9
2018-09-08 00:00:00;41.1;26.3;25.23;0.25;18.19;99.9
2018-09-08 01:00:00;33.4;22.7;26.5;-0.53;17.85;99.9
2018-09-08 02:00:00;37.1;19.0;24.69;-0.16;17.14;99.9
2018-09-08 03:00:00;17.4;23.9;23.64;-0.18;17.15;99.9
2018-09-08 04:00:00;8.6;24.6;21.79;-0.34;17.12;99.9
2018-09-08 05:00:00;8.2;19.4;22.52;-0.53;17.4;99.9
2018-09-08 06:00:00;8.1;19.7;23.5;-1.07;17.96;99.9
2018-09-08 07:00:00;8.3;20.6;24.11;-1.96;19.52;99.82
2018-09-08 08:00:00;17.1;14.0;24.54;-2.13;21.72;96.3
2018-09-08 09:00:00;31.0;12.4;30.37;-3.89;23.38;91.29
2018-09-08 10:00:00;67.2;7.7;30.68;-4.44;25.75;84.23
2018-09-08 11:00:00;87.0;7.9;33.49;-5.64;27.45;78.05
2018-09-08 12:00:00;113.2;4.7;34.08;-5.78;28.28;73.33
2018-09-08 13:00:00;124.4;3.3;34.9;-5.24;28.63;70.91
2018-09-08 14:00:00;128.0;1.6;37.48;-4.57;28.38;72.65
2018-09-08 15:00:00;133.0;2.4;37.19;-3.62;28.05;73.83
2018-09-08 16:00:00;129.7;2.0;37.0;-1.87;27.06;76.2
2018-09-08 17:00:00;133.2;2.1;36.63;-1.68;26.45;78.25
2018-09-08 18:00:00;130.2;2.4;34.6;-1.43;24.43;86.26
2018-09-08 19:00:00;102.0;3.5;30.76;0.12;21.76;96.47
2018-09-08 20:00:00;81.7;11.6;28.77;1.17;21.18;99.53
2018-09-08 21:00:00;52.7;29.5;27.98;1.31;20.73;99.9
2018-09-08 22:00:00;46.7;33.6;28.75;1.04;20.04;99.9
2018-09-08 23:00:00;52.7;23.5;29.34;0.43;19.76;99.9
2018-09-09 00:00:00;61.4;15.5;28.11;0.14;19.45;99.9
2018-09-09 01:00:00;59.3;14.1;26.7;0.31;19.04;99.9
2018-09-09 02:00:00;54.0;13.5;27.46;-0.96;18.79;99.9
2018-09-09 03:00:00;56.8;9.3;27.77;-1.48;18.49;99.9
2018-09-09 04:00:00;53.8;8.8;24.86;-1.32;17.83;99.9
2018-09-09 05:00:00;42.5;9.9;27.13;-1.19;17.55;99.9
2018-09-09 06:00:00;42.9;8.6;27.54;-1.51;18.13;99.9
2018-09-09 07:00:00;42.6;9.6;27.21;-2.4;20.02;98.59
2018-09-09 08:00:00;44.4;11.5;28.54;-2.28;22.34;92.43
2018-09-09 09:00:00;62.5;10.6;29.72;-2.98;24.41;85.05
2018-09-09 10:00:00;91.7;5.7;34.08;-5.98;26.45;79.44
2018-09-09 11:00:00;111.8;4.0;34.93;-5.15;27.07;78.75
2018-09-09 12:00:00;125.2;3.1;35.09;-4.58;27.96;76.9
2018-09-09 13:00:00;132.6;2.5;36.9;-4.26;28.53;75.68
2018-09-09 14:00:00;137.1;2.6;37.92;-3.8;28.49;75.15
2018-09-09 15:00:00;142.4;2.8;40.27;-2.52;28.31;75.49
2018-09-09 16:00:00;148.0;3.0;40.36;-2.11;27.26;78.14
2018-09-09 17:00:00;155.2;4.0;35.69;0.25;26.24;82.43
2018-09-09 18:00:00;139.2;5.1;32.7;0.83;24.43;87.96
2018-09-09 19:00:00;113.8;6.0;31.94;0.73;22.17;95.54
2018-09-09 20:00:00;74.9;24.5;27.68;2.79;21.54;99.36
2018-09-09 21:00:00;54.5;33.8;27.06;3.94;20.98;99.9
2018-09-09 22:00:00;33.4;53.3;27.82;2.22;20.81;99.9
2018-09-09 23:00:00;45.8;39.3;28.89;1.45;20.26;99.9
2018-09-10 00:00:00;57.2;24.7;27.54;0.21;19.9;99.9
2018-09-10 01:00:00;59.8;16.2;26.98;0.05;19.64;99.9
2018-09-10 02:00:00;56.7;18.0;26.1;-1.57;19.1;99.9
2018-09-10 03:00:00;48.0;13.4;24.19;0.29;18.24;99.9
2018-09-10 04:00:00;32.7;12.2;23.71;1.81;18.32;99.9
2018-09-10 05:00:00;18.3;34.6;24.52;2.03;18.75;99.9
2018-09-10 06:00:00;12.2;48.7;24.79;2.67;19.16;99.9
2018-09-10 07:00:00;18.1;41.4;26.07;-0.13;20.62;99.24
2018-09-10 08:00:00;29.6;31.2;27.12;0.72;23.23;93.77
2018-09-10 09:00:00;41.7;34.1;32.11;-3.26;25.32;85.91
2018-09-10 10:00:00;89.2;17.3;34.74;-6.16;26.63;82.4
2018-09-10 11:00:00;119.6;7.7;35.11;-4.12;27.93;80.26
2018-09-10 12:00:00;127.4;8.6;36.98;-5.03;28.94;76.37
2018-09-10 13:00:00;132.8;9.1;38.42;-4.39;29.48;74.0
2018-09-10 14:00:00;142.9;9.7;39.24;-4.13;29.23;74.0
2018-09-10 15:00:00;148.6;12.5;40.1;-1.66;29.12;74.55
2018-09-10 16:00:00;150.9;22.6;40.15;-0.26;28.21;78.05
2018-09-10 17:00:00;155.5;14.4;40.06;0.36;27.02;82.85
2018-09-10 18:00:00;151.2;13.1;35.69;1.27;25.23;89.33
2018-09-10 19:00:00;128.2;14.2;32.98;1.73;23.27;96.53
2018-09-10 20:00:00;103.3;17.7;28.12;3.16;22.43;99.76
2018-09-10 21:00:00;72.8;28.5;29.27;2.45;22.03;99.9
2018-09-10 22:00:00;54.3;46.4;29.73;1.31;21.79;99.9
2018-09-10 23:00:00;71.3;29.5;30.93;-0.73;21.29;99.9
2018-09-11 00:00:00;75.2;18.2;28.28;-0.62;20.88;99.9
2018-09-11 01:00:00;68.0;15.7;26.4;-0.69;20.42;99.9
2018-09-11 02:00:00;53.9;13.5;27.76;-1.5;20.43;99.9
2018-09-11 03:00:00;64.2;10.7;27.97;-1.07;20.16;99.9
2018-09-11 04:00:00;62.0;11.7;25.63;-0.27;19.39;99.9
2018-09-11 05:00:00;35.3;20.3;23.73;1.82;19.36;99.9
2018-09-11 06:00:00;3.5;51.0;23.99;2.66;19.95;99.9
2018-09-11 07:00:00;6.3;52.4;25.22;2.51;22.31;99.2
2018-09-11 08:00:00;17.3;51.0;28.84;-0.9;24.23;93.54
2018-09-11 09:00:00;43.0;38.2;33.07;-3.15;26.11;86.6
2018-09-11 10:00:00;88.1;16.5;33.39;-5.79;28.12;80.94
2018-09-11 11:00:00;112.1;12.6;36.16;-4.26;28.58;79.72
2018-09-11 12:00:00;134.5;10.0;37.14;-3.96;29.58;77.42
2018-09-11 13:00:00;145.2;9.0;39.0;-3.77;30.24;75.32
2018-09-11 14:00:00;155.7;6.9;39.8;-2.64;30.3;74.94
2018-09-11 15:00:00;166.6;7.5;41.91;-1.87;29.75;75.03
2018-09-11 16:00:00;175.5;7.7;43.66;-1.17;29.12;76.26
2018-09-11 17:00:00;183.3;11.5;42.68;-0.6;28.0;81.92
2018-09-11 18:00:00;176.1;12.7;38.02;1.39;25.93;89.7
2018-09-11 19:00:00;147.2;14.5;34.99;1.68;23.68;97.53
2018-09-11 20:00:00;105.3;23.3;30.33;3.08;22.68;99.9
2018-09-11 21:00:00;77.0;34.5;30.59;2.45;22.06;99.9
2018-09-11 22:00:00;72.5;37.1;31.59;1.9;21.62;99.9
2018-09-11 23:00:00;76.9;30.1;31.72;1.75;21.67;99.9
2018-09-12 00:00:00;83.6;25.1;30.39;1.17;21.35;99.9
2018-09-12 01:00:00;78.3;21.4;27.97;0.49;21.22;99.9
2018-09-12 02:00:00;84.7;13.1;27.81;-0.27;20.67;99.9
2018-09-12 03:00:00;68.9;14.8;27.47;-0.4;20.28;99.9
2018-09-12 04:00:00;57.2;14.7;26.88;0.65;20.07;99.9
2018-09-12 05:00:00;49.3;22.9;23.06;3.77;19.75;99.9
2018-09-12 06:00:00;15.6;49.6;24.35;3.83;19.89;99.9
2018-09-12 07:00:00;9.7;56.0;26.23;2.71;21.96;99.46
2018-09-12 08:00:00;20.6;57.0;30.33;-0.51;24.44;93.38
2018-09-12 09:00:00;49.7;34.5;33.1;-3.06;26.33;86.51
2018-09-12 10:00:00;94.7;16.5;34.59;-3.56;28.1;82.01
2018-09-12 11:00:00;127.7;13.6;37.97;-3.24;28.77;80.76
2018-09-12 12:00:00;145.1;13.7;39.03;-4.43;30.15;77.4
2018-09-12 13:00:00;156.9;11.5;42.65;-4.75;30.51;75.84
2018-09-12 14:00:00;174.0;8.5;42.94;-2.56;30.24;76.3
2018-09-12 15:00:00;176.5;7.4;42.46;-3.16;29.97;74.54
2018-09-12 16:00:00;177.1;6.6;42.81;-2.09;28.95;77.18
2018-09-12 17:00:00;175.6;6.6;39.73;0.47;27.46;82.57
2018-09-12 18:00:00;154.0;7.8;35.26;-0.02;25.52;89.68
2018-09-12 19:00:00;116.2;12.6;34.06;1.33;23.72;94.72
2018-09-12 20:00:00;102.4;18.1;31.66;2.35;22.95;98.36
2018-09-12 21:00:00;74.6;31.4;30.71;2.95;22.67;99.9
2018-09-12 22:00:00;73.4;38.0;33.08;0.99;22.32;99.9
2018-09-12 23:00:00;85.2;26.4;34.53;-0.48;22.13;99.9
2018-09-13 00:00:00;99.5;17.1;30.62;0.35;21.38;99.9
2018-09-13 01:00:00;82.2;15.9;30.86;-0.63;20.35;99.9
2018-09-13 02:00:00;81.4;12.2;29.61;-1.01;20.23;99.9
2018-09-13 03:00:00;71.7;13.1;27.52;-0.09;20.09;99.9
2018-09-13 04:00:00;58.2;16.3;27.86;0.25;20.05;99.9
2018-09-13 05:00:00;52.2;23.0;25.65;2.97;19.79;99.9
2018-09-13 06:00:00;19.2;52.9;24.9;2.48;20.03;99.9
2018-09-13 07:00:00;10.2;59.8;23.61;2.72;21.06;99.86
2018-09-13 08:00:00;9.5;53.3;27.42;1.61;23.57;97.23
2018-09-13 09:00:00;27.1;55.6;29.07;0.29;25.24;92.27
2018-09-13 10:00:00;62.0;41.1;30.27;-1.2;27.65;85.05
2018-09-13 11:00:00;69.7;39.6;37.07;-4.36;28.68;80.42
2018-09-13 12:00:00;133.4;12.8;38.98;-5.7;29.54;77.93
2018-09-13 13:00:00;150.0;5.2;39.83;-5.47;30.13;75.91
2018-09-13 14:00:00;155.9;5.8;40.9;-4.35;29.78;75.44
2018-09-13 15:00:00;162.8;5.0;40.26;-2.81;29.67;75.46
2018-09-13 16:00:00;166.2;5.0;38.74;-1.22;28.74;78.04
2018-09-13 17:00:00;159.0;4.5;36.58;0.1;26.49;84.73
2018-09-13 18:00:00;131.0;10.5;35.72;1.08;21.47;95.94
2018-09-13 19:00:00;110.5;10.9;32.32;1.94;19.9;99.9
2018-09-13 20:00:00;87.0;9.7;31.93;0.23;19.72;99.9
2018-09-13 21:00:00;76.3;6.2;28.08;0.47;19.85;99.9
2018-09-13 22:00:00;62.5;7.7;28.04;-1.42;19.99;99.9
2018-09-13 23:00:00;56.5;7.6;27.41;-1.7;19.88;99.9
2018-09-14 00:00:00;52.7;6.0;26.74;-1.5;19.79;99.9
2018-09-14 01:00:00;48.9;5.9;26.85;-1.51;19.5;99.9
2018-09-14 02:00:00;43.0;8.6;25.79;-2.01;19.37;99.9
2018-09-14 03:00:00;41.9;8.6;25.11;-1.61;18.75;99.9
2018-09-14 04:00:00;32.3;10.4;25.42;-0.73;18.41;99.9
2018-09-14 05:00:00;26.5;16.5;23.22;1.87;17.68;99.9
2018-09-14 06:00:00;3.6;34.5;22.2;1.08;18.3;99.9
2018-09-14 07:00:00;5.7;34.0;23.58;0.74;20.98;97.55
2018-09-14 08:00:00;13.2;39.1;26.0;-2.19;22.74;90.96
2018-09-14 09:00:00;38.7;23.1;27.84;-1.64;24.85;84.73
2018-09-14 10:00:00;46.2;24.8;26.85;-2.68;27.5;76.69
2018-09-14 11:00:00;61.1;23.3;30.28;-5.69;29.43;71.11
2018-09-14 12:00:00;95.4;10.5;34.11;-3.68;28.87;74.59
2018-09-14 13:00:00;107.5;11.0;35.13;-1.86;29.47;74.63
2018-09-14 14:00:00;116.5;18.1;39.54;-3.48;29.21;74.82
2018-09-14 15:00:00;140.3;15.6;40.37;-2.28;28.64;75.96
2018-09-14 16:00:00;154.3;12.5;40.45;0.33;27.72;79.81
2018-09-14 17:00:00;158.3;11.6;39.08;-0.01;26.58;82.76
2018-09-14 18:00:00;151.3;11.5;33.87;2.29;24.7;90.57
2018-09-14 19:00:00;104.1;20.8;31.36;2.61;23.06;95.94
2018-09-14 20:00:00;89.9;23.2;27.77;3.41;22.44;99.75
2018-09-14 21:00:00;57.3;42.3;26.88;3.42;22.01;99.9
2018-09-14 22:00:00;32.2;46.3;26.63;3.04;21.29;99.9
2018-09-14 23:00:00;26.7;41.4;29.93;0.62;21.35;99.9
2018-09-15 00:00:00;59.3;20.4;26.8;0.91;20.8;99.9
2018-09-15 01:00:00;48.2;22.2;25.9;-0.52;20.17;99.9
2018-09-15 02:00:00;49.0;12.6;25.78;-1.13;19.14;99.9
2018-09-15 03:00:00;37.9;12.9;26.06;-0.27;19.08;99.9
2018-09-15 04:00:00;36.2;16.8;26.28;-1.0;19.04;99.9
2018-09-15 05:00:00;42.7;15.3;23.18;0.3;18.77;99.9
2018-09-15 06:00:00;30.9;24.0;23.92;0.97;19.24;99.9
2018-09-15 07:00:00;17.5;34.3;23.7;1.04;20.59;99.9
2018-09-15 08:00:00;20.6;31.9;24.18;-0.37;21.41;99.9
2018-09-15 09:00:00;36.5;21.0;28.48;-1.3;21.7;99.9
2018-09-15 10:00:00;64.1;13.2;29.89;-3.44;23.37;98.69
2018-09-15 11:00:00;79.8;9.0;30.75;-5.2;26.13;90.68
2018-09-15 12:00:00;87.2;7.0;33.3;-5.44;27.15;85.94
2018-09-15 13:00:00;105.7;3.7;36.45;-5.85;27.89;82.94
2018-09-15 14:00:00;122.5;2.2;36.68;-4.33;28.07;81.48
2018-09-15 15:00:00;128.5;2.4;36.47;-3.66;28.41;80.36
2018-09-15 16:00:00;131.2;2.6;35.99;-1.84;27.24;83.86
2018-09-15 17:00:00;126.9;2.4;35.92;-2.01;26.05;87.7
2018-09-15 18:00:00;120.2;2.7;32.36;-0.16;23.61;96.12
2018-09-15 19:00:00;99.2;3.0;32.55;-0.16;21.68;99.9
2018-09-15 20:00:00;93.0;10.5;27.3;1.98;21.04;99.9
2018-09-15 21:00:00;52.1;26.1;28.03;0.79;20.65;99.9
2018-09-15 22:00:00;43.6;25.7;26.44;1.26;20.3;99.9
2018-09-15 23:00:00;46.8;20.1;25.75;1.45;20.11;99.9
2018-09-16 00:00:00;33.5;31.6;26.38;0.07;19.7;99.9
2018-09-16 01:00:00;36.9;21.0;27.55;-0.5;19.72;99.9
2018-09-16 02:00:00;49.2;12.0;28.22;-1.41;19.91;99.9
2018-09-16 03:00:00;49.5;7.6;27.05;-1.82;19.97;99.9
2018-09-16 04:00:00;48.1;7.2;26.5;-1.95;19.59;99.9
2018-09-16 05:00:00;47.4;6.7;26.83;-1.23;19.13;99.9
2018-09-16 06:00:00;44.0;7.4;25.83;-1.48;19.75;99.9
2018-09-16 07:00:00;33.5;14.1;24.98;-1.62;21.09;99.86
2018-09-16 08:00:00;37.5;11.8;27.12;-1.87;23.57;96.75
2018-09-16 09:00:00;53.5;10.2;30.59;-3.11;24.55;94.76
2018-09-16 10:00:00;78.8;4.9;30.27;-3.33;25.53;91.72
2018-09-16 11:00:00;86.4;4.7;32.88;-6.04;27.8;83.09
2018-09-16 12:00:00;104.4;2.7;33.17;-6.34;28.65;79.06
2018-09-16 13:00:00;109.4;2.1;34.01;-4.99;28.81;76.61
2018-09-16 14:00:00;113.7;1.1;34.03;-4.32;28.98;74.42
2018-09-16 15:00:00;116.3;0.9;36.01;-3.34;27.97;76.83
2018-09-16 16:00:00;124.5;1.2;33.6;-2.67;28.27;76.13
2018-09-16 17:00:00;126.0;1.3;35.63;-2.28;26.01;83.56
2018-09-16 18:00:00;121.0;1.7;32.93;0.09;23.6;92.66
2018-09-16 19:00:00;100.3;9.1;29.69;1.63;22.12;99.08
