,date,,,,,,Temp,Hum
17032,2019-02-06T09:56:58,51.26,74.15,54.28,53.98,334.02,21,31
17032,2019-02-06T10:19:18,21.04,28.48,21.5,23.08,247.98,22,31
17032,2019-02-06T10:30:18,36.2554545455,41.5954545455,35.4436363636,39.0527272727,301.343636364,21.0909090909,31
17032,2019-02-06T11:00:20,51.3183333333,63.0286666667,52.7353333333,54.2593333333,342.208,20.1333333333,31.8333333333
17032,2019-02-06T11:30:21,53.12,62.0323333333,56.6116666667,58.4006666667,353.798666667,20.8333333333,31.1666666667
17032,2019-02-06T12:00:23,58.2576666667,64.5366666667,58.6093333333,62.5833333333,361.727,21.0666666667,31.0666666667
17032,2019-02-06T12:30:24,60.8926666667,66.836,59.5413333333,62.4823333333,371.494333333,21.4666666667,31
17032,2019-02-06T13:00:26,71.0286666667,72.2413333333,70.308,70.091,385.414333333,22.6666666667,30.4
17032,2019-02-06T13:30:27,124.473666667,112.332,115.638333333,119.276666667,342.775333333,19.2666666667,31.9666666667
17032,2019-02-06T14:00:29,136.247666667,129.843666667,129.473,130.976,322.424666667,18.3333333333,32.6666666667
17032,2019-02-06T14:30:30,147.565,141.379333333,138.802333333,138.847666667,322.335666667,17.1,33
17032,2019-02-06T15:00:32,150.248666667,144.326666667,141.282,142.635333333,315.165666667,17,33
17032,2019-02-06T15:30:33,140.288333333,143.006,132.473,133.03,313.082333333,16.8333333333,33.1666666667
17032,2019-02-06T16:00:35,143.672,149.835333333,135.624,135.948333333,310.280666667,16.0666666667,33.9333333333
17032,2019-02-06T16:30:36,175.574,174.001,163.722333333,164.032333333,307.328,15.7666666667,34
17032,2019-02-06T17:00:38,215.567,212.515666667,196.599333333,198.715333333,311.410333333,14.7333333333,34.2666666667
17032,2019-02-06T17:30:39,209.227,218.058333333,192.977666667,194.940666667,303.083666667,13.9666666667,35.7333333333
17032,2019-02-06T18:00:41,230.349,233.924333333,209.955,211.900666667,304.985,13.3,38.5666666667
17032,2019-02-06T18:30:42,186.310666667,204.304,182.100666667,177.539333333,296.013,13,43.8666666667
17032,2019-02-06T19:00:44,180.599666667,214.968333333,188.133,178.563333333,298.645,12.4,46.7333333333
17032,2019-02-06T19:30:46,181.435,222.941333333,193.278333333,182.082,292.982333333,12.0333333333,46.2666666667
17032,2019-02-06T20:00:47,185.736333333,231.016333333,199.205,188.263,293.128333333,12,45.7333333333
17032,2019-02-06T20:30:49,188.307333333,237.227,203.407333333,192.019666667,290.268,12,45.4333333333
17032,2019-02-06T21:00:50,169.029666667,215.657666667,183.727,172.530666667,289.702333333,12,43.3
17032,2019-02-06T21:30:52,157.733666667,200.888666667,171.192666667,160.713,291.125,11.0333333333,45.0333333333
17032,2019-02-06T22:00:53,161.398666667,204.960333333,175.421,165.123333333,290.227,11,46.3666666667
17032,2019-02-06T22:30:55,161.682666667,207.056333333,176.44,166.964666667,287.331333333,11,47.7666666667
17032,2019-02-06T23:00:56,171.031333333,219.347333333,187.225333333,176.589,286.354666667,11,48.8333333333
17032,2019-02-06T23:30:58,176.799333333,229.972666667,194.905666667,183.106666667,288.072333333,10.8,49.8
17032,2019-02-07T00:00:59,164.687333333,211.221666667,181.224,170.564666667,286.478666667,10.0333333333,50.9666666667
17032,2019-02-07T00:30:00,162.685862069,211.619655172,180.34862069,168.326206897,285.907241379,10,51.5862068966
17032,2019-02-07T01:00:02,155.447,201.468666667,171.926666667,159.867333333,286.213333333,10,51.8666666667
17032,2019-02-07T01:15:44,154.73,200.29,170.9,159.24,284.48,10,52
17032,2019-02-07T01:30:45,151.784666667,196.360666667,167.617333333,155.304666667,285.378,10,52
17032,2019-02-07T02:00:47,151.871666667,193.840333333,167.310666667,155.887333333,280.894,10,52.4333333333
17032,2019-02-07T02:30:48,158.278,202.427,174.973,163.062333333,279.603666667,10,52.9333333333
17032,2019-02-07T03:00:50,160.704,204.136,176.972666667,164.917,282.957666667,10,53.2666666667
17032,2019-02-07T03:30:51,157.372333333,200.317,173.838333333,161.804333333,281.263666667,9.8,53.5333333333
17032,2019-02-07T04:00:53,158.244,201.364333333,174.532,162.116333333,281.817,9.2,53.3
17032,2019-02-07T04:30:54,164.87,208.505,182.378,169.763333333,282.830333333,9,53
17032,2019-02-07T05:00:56,172.719333333,217.866,191.464,178.915333333,281.569333333,9.56666666667,52.9
17032,2019-02-07T05:30:57,171.274,216.300666667,189.937,177.047666667,281.228333333,9.43333333333,53.0666666667
17032,2019-02-07T06:00:59,175.155666667,220.840666667,194.479333333,181.795333333,281.756,9.1,52.2333333333
17032,2019-02-07T06:30:00,195.326896552,245.464827586,217.859655172,204.673103448,283.287586207,9,51.8965517241
17032,2019-02-07T07:00:02,204.207333333,257.304666667,228.953333333,215.056333333,283.949,9.26666666667,51.5
17032,2019-02-07T07:30:03,193.942,246.61,217.778,205.811666667,287.612,10,48.0666666667
17032,2019-02-07T08:00:05,155.747666667,200.657666667,175.903333333,166.796666667,291.919333333,9.43333333333,33.6333333333
17032,2019-02-07T08:30:06,144.063666667,185.143,162.501666667,155.068,299.292666667,10.2666666667,29.1
17032,2019-02-07T09:00:07,135.490666667,170.514333333,149.072,148.574,306.546,11.5666666667,26.3
17032,2019-02-07T09:30:09,132.510333333,166.660333333,143.182,144.046333333,311.370333333,13.7666666667,27.1333333333
17032,2019-02-07T10:00:10,111.54,130.913666667,107.700333333,119.085,321.367,17.7666666667,29.5666666667
17032,2019-02-07T10:30:12,122.92,134.277,115.863,128.122666667,337.891333333,17.9,29.4666666667
17032,2019-02-07T11:00:14,155.036333333,156.385333333,145.359333333,154.986666667,331.502,15.5,28.3
17032,2019-02-07T11:30:15,146.874,153.659666667,142.963,146.556666667,330.545333333,15.5,25.3666666667
17032,2019-02-07T12:00:16,130.309666667,129.233333333,129.967333333,137.78,340.832333333,16.2666666667,25.4666666667
17032,2019-02-07T12:30:18,145.332666667,134.948666667,140.48,148.198333333,349.849333333,16.1,26.6333333333
17032,2019-02-07T13:00:19,150.193666667,139.12,145.439666667,144.518,351.215666667,17.5,26.8666666667
17032,2019-02-07T13:30:21,214.124,201.251,203.808666667,210.35,335.549333333,14.9333333333,28.1
17032,2019-02-07T14:00:23,226.628333333,215.534666667,215.943666667,223.497333333,320.080333333,14.0666666667,27.6333333333
17032,2019-02-07T14:30:24,242.091666667,227.858333333,228.919666667,239.334,322.583,13.8666666667,27.4333333333
17032,2019-02-07T15:00:25,275.559666667,260.782333333,260.653,270.748333333,312.156333333,12.8,26.5333333333
17032,2019-02-07T15:30:27,271.035666667,265.477333333,257.955333333,265.974,306.654666667,12.7,27.5666666667
17032,2019-02-07T16:00:29,255.320333333,262.955666667,244.8,251.512,306.081666667,12.9,28.3
17032,2019-02-07T16:30:30,247.299333333,264.733333333,238.469333333,243.566666667,305.804333333,12.5,29.7333333333
17032,2019-02-07T17:00:31,205.964666667,236.673,207.043666667,205.71,302.687666667,11.3666666667,27.8333333333
17032,2019-02-07T17:30:33,192.64,233.724333333,202.728333333,196.452333333,301.116333333,10.8,29.7666666667
17032,2019-02-07T18:00:34,184.122333333,229.31,197.948,191.228,298.596333333,10.6333333333,27.2
17032,2019-02-07T18:30:36,183.259,228.514333333,197.365,191.199,306.983,11.2666666667,27.1333333333
17032,2019-02-07T19:00:37,181.995333333,228.166,196.215666667,190.245,307.995333333,11.3333333333,27.7333333333
17032,2019-02-07T19:30:39,184.817666667,232.027333333,199.4,193.321666667,303.350666667,10.6666666667,29.0333333333
17032,2019-02-07T20:00:41,183.892666667,231.859333333,199.172333333,192.495333333,298.683,11.2666666667,31.6333333333
17032,2019-02-07T20:30:42,183.788666667,224.219,195.616333333,191.720333333,300.470333333,10.4666666667,33.6
17032,2019-02-07T21:00:43,183.099333333,224.231666667,194.707666667,190.537,296.789333333,9.8,41.5333333333
17032,2019-02-07T21:30:45,180.963333333,230.904666667,197.802,189.287,292.353333333,9.43333333333,42.8
17032,2019-02-07T22:00:47,188.875,245.821333333,207.862,198.919,289.693,9.3,43.0333333333
17032,2019-02-07T22:30:48,192.260333333,251.151666667,211.561666667,202.440333333,289.403666667,9.8,44.1
17032,2019-02-07T23:00:50,190.981,248.358333333,209.013,199.743,286.694,8.93333333333,43.2
17032,2019-02-07T23:30:51,187.032333333,241.655333333,204.441333333,195.837666667,286.382333333,8.83333333333,45.2
17032,2019-02-08T00:00:52,185.767333333,241.161,204.214,196.060333333,289.131666667,8.83333333333,45.1333333333
17032,2019-02-08T00:30:54,186.383333333,242.577333333,204.612333333,195.48,288.128,8.26666666667,45.5
17032,2019-02-08T01:00:55,181.939333333,236.054333333,200.118333333,191.638,285.629333333,8.4,46.9
17032,2019-02-08T01:13:43,184.18,237.58,202.96,194.25,276.29,10,51
17032,2019-02-08T01:30:44,178.902352941,229.121764706,196.471176471,188.744117647,288.159411765,7.23529411765,49.1764705882
17032,2019-02-08T02:00:46,172.826666667,222.730666667,190.772666667,183.665666667,285.581333333,7.4,50.8666666667
17032,2019-02-08T02:30:47,194.445,247.973333333,209.612666667,202.997333333,286.181333333,7.96666666667,50.6666666667
17032,2019-02-08T03:00:49,311.163666667,375.741666667,301.283333333,311.334666667,286.398333333,8.63333333333,45.8666666667
17032,2019-02-08T03:30:50,263.386333333,310.589666667,263.991666667,262.038333333,287.139,7.7,45.4
17032,2019-02-08T04:00:52,358.079333333,425.645,340.444666667,353.665333333,286.118666667,8,41.2333333333
17032,2019-02-08T04:30:53,419.637666667,474.888,369.905333333,411.171666667,284.833666667,7.56666666667,38.3
17032,2019-02-08T05:00:55,400.01,457.924333333,362.992666667,391.574666667,283.583333333,7.4,34.9
17032,2019-02-08T05:30:56,789.988666667,882.360333333,644.779333333,752.569333333,284.052,7.7,28.6666666667
17032,2019-02-08T06:00:58,394.560666667,443.994,373.564666667,389.805666667,286.203333333,7.83333333333,29.3666666667
17032,2019-02-08T06:30:59,825.786666667,887.475,726.001666667,808.925666667,282.612333333,8.53333333333,28.6333333333
17032,2019-02-08T07:00:01,652.304482759,736.127241379,586.074827586,639.35137931,286.476551724,8.55172413793,29.1034482759
17032,2019-02-08T07:30:02,738.340333333,814.423666667,651.003666667,718.479666667,288.466666667,9.2,29.2666666667
17032,2019-02-08T08:00:04,398.123,438.696333333,379.227666667,398.25,290.438666667,9.23333333333,26.4666666667
17032,2019-02-08T08:30:05,281.906,295.542666667,304.774333333,311.047666667,312.705333333,11.6333333333,24.9333333333
17032,2019-02-08T09:00:07,293.644333333,251.362666667,266.372,331.462,333.009333333,13.9,23.8333333333
17032,2019-02-08T09:30:08,343.850333333,265.298,240.208333333,366.323666667,339.376333333,20.4,29.2666666667
17032,2019-02-08T10:00:10,331.251666667,233.097333333,213.737,349.748666667,353.424333333,21.7666666667,30.9333333333
17032,2019-02-08T10:30:11,297.023333333,205.227,198.416,311.158666667,361.562666667,21.5666666667,30.7
17032,2019-02-08T11:00:13,335.906666667,254.932,235.375333333,291.457333333,367.136,20.2333333333,29.2666666667
17032,2019-02-08T11:30:14,265.056333333,218.020333333,240.530666667,255.657333333,371.478666667,19.2666666667,28.1
17032,2019-02-08T12:00:16,238.423666667,200.961,219.302333333,240.500666667,362.659,18.4333333333,26.6
17032,2019-02-08T12:30:17,249.077333333,194.616,211.209666667,241.252666667,371.581,18.9,26.0333333333
17032,2019-02-08T13:00:19,510.386333333,317.673666667,400.609333333,441.349666667,358.579666667,19.0666666667,25.6333333333
17032,2019-02-08T13:30:20,850.881,637.854333333,622.506,721.359333333,336.391333333,16.1,24.8
17032,2019-02-08T14:00:22,1116.02466667,894.875666667,837.119,950.044,313.147666667,15.6333333333,26.1666666667
17032,2019-02-08T14:30:23,1044.05733333,851.734666667,785.097,897.712,310.143333333,15,27.1333333333
17032,2019-02-08T15:00:25,1172.73933333,946.922,854.464666667,988.035,309.265666667,14.3333333333,26.7333333333
17032,2019-02-08T15:30:26,1248.84866667,1035.511,880.385666667,1009.647,304.947666667,13.1,25.8
17032,2019-02-08T16:00:28,1188.50433333,1042.50033333,817.499666667,967.597333333,303.575333333,12.3,26.1
17032,2019-02-08T16:30:29,994.856,916.143,713.865666667,838.632333333,307.717666667,12.7,27.5666666667
17032,2019-02-08T17:00:31,792.682,753.416666667,612.697333333,711.055333333,296.453666667,12.1666666667,27.2333333333
17032,2019-02-08T17:30:32,1141.37733333,1036.804,848.886666667,996.239666667,296.340666667,11.7,28.0333333333
17032,2019-02-08T18:00:34,1206.02733333,1124.221,882.823666667,1037.38266667,293.981666667,11.3,27.4
17032,2019-02-08T18:30:35,1006.421,938.805333333,716.341666667,854.015666667,288.627333333,10.5666666667,28.1
17032,2019-02-08T19:00:37,581.983,572.644,470.335666667,544.965,288.588666667,9.5,27
17032,2019-02-08T19:30:38,1043.77033333,1155.23766667,790.017,935.525333333,286.097666667,9.93333333333,28.3666666667
17032,2019-02-08T20:00:40,2015.68066667,2172.83933333,1337.624,1608.57866667,286.724,9.96666666667,29.1
17032,2019-02-08T20:30:41,2355.22766667,2339.25733333,1463.874,1783.82733333,288.457,9.5,28.3333333333
17032,2019-02-08T21:00:43,1872.106,1839.54333333,1184.509,1439.84733333,289.242333333,9.1,26.5
17032,2019-02-08T21:30:44,1189.229,1167.479,817.081333333,983.560333333,287.567333333,9.5,29.2
17032,2019-02-08T22:00:46,715.965,722.714,548.921,643.251,286.296666667,8.76666666667,27.4333333333
17032,2019-02-08T22:30:47,1550.78633333,1567.271,1085.163,1268.94266667,287.933666667,9.63333333333,28.5
17032,2019-02-08T23:00:49,717.455666667,734.188666667,540.502,635.637333333,287.98,9.6,28.8333333333
17032,2019-02-08T23:30:50,649.490666667,693.981333333,517.068666667,597.629666667,284.174,9.26666666667,26.9333333333
17032,2019-02-09T00:00:52,325.686,351.593666667,289.976,320.577333333,289.363333333,8.6,30
17032,2019-02-09T00:30:53,230.95,288.388666667,234.074666667,244.007666667,289.287666667,7.9,37.6666666667
17032,2019-02-09T01:00:55,207.831666667,273.532333333,219.403333333,224.603,288.166,7.2,39.2333333333
17032,2019-02-09T01:13:11,189.54,256.88,204.76,207.51,268.7,10,48
17032,2019-02-09T01:30:11,189.036470588,256.361764706,204.398823529,207.389411765,282.914117647,7.35294117647,40.2941176471
17032,2019-02-09T02:00:13,180.104,246.883,195.722666667,198.163333333,284.895333333,7.63333333333,41.7
17032,2019-02-09T02:30:14,175.624666667,242.550333333,191.053,194.226333333,280.977666667,7.26666666667,33.1333333333
17032,2019-02-09T03:00:16,169.534333333,233.837666667,184.211,187.784666667,283.626666667,7.16666666667,36.2666666667
17032,2019-02-09T03:30:18,166.814333333,228.155333333,180.395,184.988333333,280.599666667,7.13333333333,34.2666666667
17032,2019-02-09T04:00:19,201.699333333,277.711666667,211.747,218.686666667,284.173,7.2,27.9666666667
17032,2019-02-09T04:30:21,1197.87466667,1708.63666667,933.352333333,1044.97266667,282.116666667,7.86666666667,27.3666666667
17032,2019-02-09T05:00:22,995.782666667,1328.94466667,771.696333333,868.512,284.638,8.4,26.6
17032,2019-02-09T05:30:24,999.314,1239.95866667,752.273,856.727,282.408666667,8.96666666667,27.0333333333
17032,2019-02-09T06:00:25,1144.11066667,1338.17233333,803.091,929.006333333,284.221666667,9,26
17032,2019-02-09T06:30:27,1083.30666667,1233.32,749.265333333,867.359,286.561,9.2,28.8666666667
17032,2019-02-09T07:00:28,1002.054,1131.572,712.361333333,814.391333333,287.706,9.26666666667,29.3
17032,2019-02-09T07:30:30,602.870666667,711.701333333,479.187333333,530.12,289.959333333,9.43333333333,26.9333333333
17032,2019-02-09T08:00:31,395.973,452.804,333.131333333,363.359666667,297.41,10.4,25.6
17032,2019-02-09T08:30:33,395.798,412.184,345.410333333,379.628333333,308.110333333,12.7666666667,24.4666666667
17032,2019-02-09T09:00:34,372.094,301.546333333,304.357,384.801666667,332.187333333,15.1333333333,23.4666666667
17032,2019-02-09T09:30:36,408.349,336.274333333,287.043,403.138333333,341.040666667,19.0666666667,27.4
17032,2019-02-09T10:00:37,436.465666667,369.188666667,330.185666667,440.287333333,334.092,16.9,23.4666666667
17032,2019-02-09T10:30:39,373.996,291.536,278.219,396.348,344.235,18.0666666667,22.9
17032,2019-02-09T11:00:40,443.536333333,355.723333333,336.280333333,406.833666667,357.848666667,17.6333333333,22.6666666667
17032,2019-02-09T11:30:42,344.443333333,290.279,305.220666667,344.827,370.782,18.8,24.9333333333
17032,2019-02-09T12:00:43,347.646333333,247.604666667,286.391333333,358.445,375.459333333,18.8,21.6333333333
17032,2019-02-09T12:30:45,399.083333333,280.733333333,312.668666667,392.492666667,373.31,18.6666666667,22.2
17032,2019-02-09T13:00:46,464.909,339.429333333,394.269666667,438.846333333,363.316333333,19.3333333333,24.4333333333
17032,2019-02-09T13:30:48,991.564666667,1002.33933333,885.514,942.652,338.492333333,15.9333333333,23.1333333333
17032,2019-02-09T14:00:49,1260.215,1376.36833333,1123.65166667,1171.60133333,314.499666667,14.8,24.5
17032,2019-02-09T14:30:51,1617.174,1456.53533333,1320.76066667,1408.983,311.064,14.0333333333,24.6666666667
17032,2019-02-09T15:00:52,2149.75066667,1765.325,1593.95,1730.13066667,306.930333333,13.9333333333,24.6666666667
17032,2019-02-09T15:30:54,2777.539,2356.36266667,1967.97166667,2180.57666667,309.09,13.3,25.1
17032,2019-02-09T16:00:56,3002.664,2702.31,2286.33133333,2480.00866667,304.807,13.1,24.3666666667
17032,2019-02-09T16:30:57,2815.45533333,2656.708,2211.347,2433.299,303.963333333,12.2666666667,25.6333333333
17032,2019-02-09T17:00:59,2682.53366667,2750.09666667,2096.95266667,2308.08366667,297.151666667,11.9333333333,26.1666666667
17032,2019-02-09T17:30:00,1616.92862069,1835.94931034,1138.4337931,1350.06103448,297.829310345,10.7931034483,27.0344827586
17032,2019-02-09T18:00:01,1426.61933333,1559.65633333,967.794666667,1194.185,289.353,10.5666666667,36.2333333333
17032,2019-02-09T18:30:03,1254.96866667,1296.46166667,860.862666667,1044.915,295.499666667,9.8,43.1333333333
17032,2019-02-09T19:00:05,659.344666667,666.831666667,523.163666667,618.331333333,288.255333333,9.4,45.9
17032,2019-02-09T19:30:06,437.354,463.932666667,382.111,433.635333333,286.917666667,9.7,48.5666666667
17032,2019-02-09T20:00:08,240.592333333,309.122666667,252.149333333,263.376,292.927,9.1,46.6666666667
17032,2019-02-09T20:30:09,223.733333333,309.704,247.167333333,252.704,289.627333333,8.8,48.4666666667
17032,2019-02-09T21:00:11,228.117333333,315.018666667,254.200333333,259.414,289.671,8.36666666667,51.4666666667
17032,2019-02-09T21:30:12,204.857,292.535666667,229.912666667,233.808333333,290.253666667,8.3,52.0333333333
17032,2019-02-09T22:00:14,194.021333333,278.664,217.521,222.421333333,288.403333333,8,51.7666666667
17032,2019-02-09T22:30:15,182.608,265.140666667,208.924666667,211,287.574666667,8.2,52.0333333333
17032,2019-02-09T23:00:17,179.437,262.482666667,206.856,207.829666667,287.266666667,8.2,51.5333333333
17032,2019-02-09T23:30:18,180.503666667,266.654666667,211.095,210.064333333,288.139,8.03333333333,49.9333333333
17032,2019-02-10T00:00:20,174.483,259.727333333,204.842333333,203.009333333,289.791,8.3,49.5
17032,2019-02-10T00:30:21,1997.83066667,2902.11066667,2011.43933333,2027.435,287.149,9.23333333333,30.8666666667
17032,2019-02-10T01:00:23,3071.48666667,3765.39566667,2697.22733333,2790.80966667,287.031333333,9.1,26.4333333333
17032,2019-02-10T01:16:49,27827.27,23172.73,23900,25500,291.84,10,26
17032,2019-02-10T01:30:50,23036.3714286,15759.8821429,17354.0414286,20934.6228571,291.249285714,10.5714285714,26.3571428571
17032,2019-02-10T02:00:52,18809.8103333,16263.2316667,14474.5943333,15857.4443333,294.142333333,10.5666666667,25.4333333333
17032,2019-02-10T02:30:53,14868.078,10864.648,9251.91066667,10870.6743333,290.544333333,9.66666666667,26
17032,2019-02-10T03:00:55,9553.31166667,5992.722,5455.72533333,7029.87633333,290.214666667,9,26
17032,2019-02-10T03:30:56,13515.6033333,7824.3,7440.12,9491.961,289.882666667,9,26
17032,2019-02-10T04:00:58,9764.165,5800.57433333,5212.46,6809.49666667,285.889666667,8.83333333333,27.5
17032,2019-02-10T04:30:59,3371.96333333,2865.72333333,2169.41166667,2580.75933333,286.827333333,8.23333333333,28
17032,2019-02-10T05:00:00,749.033103448,850.008275862,664.936551724,740.725862069,285.886896552,7.41379310345,28.5172413793
17032,2019-02-10T05:30:02,604.012,853.711666667,610.914333333,647.201,284.184,7.3,28.1666666667
17032,2019-02-10T06:00:04,705.282666667,1026.061,701.374,745.846333333,288.588333333,7.3,29.1
17032,2019-02-10T06:30:05,764.797333333,1174.68266667,754.964333333,794.972666667,285.047,7.13333333333,30.1333333333
17032,2019-02-10T07:00:06,543.339333333,756.209,552.546666667,579.916666667,281.597666667,6.4,29.4666666667
17032,2019-02-10T07:30:08,373.935666667,537.420666667,402.830333333,409.068333333,285.431,6.43333333333,29.5333333333
17032,2019-02-10T08:00:09,319.699,451.833666667,344.500333333,348.689666667,292.029666667,7,27.5
17032,2019-02-10T08:30:11,223.53,294.883,268.797666667,272.327666667,301.344,10,25.7333333333
17032,2019-02-10T09:00:13,217.180333333,258.386333333,240.128666667,273.174,329.019666667,13,24.3333333333
17032,2019-02-10T09:30:14,258.282666667,291.297333333,204.185666667,318.471333333,344.436333333,21.5,28.1
17032,2019-02-10T10:00:15,898.979333333,818.073666667,597.305666667,1015.211,347.942666667,22.3333333333,30.5333333333
17032,2019-02-10T10:30:17,1166.45833333,991,809.547,1240.65866667,348.621333333,21.6,30.3
17032,2019-02-10T11:00:19,1952.50466667,1696.417,1388.60933333,1708.20966667,357.456333333,19.6666666667,26.3333333333
17032,2019-02-10T11:30:20,2235.88633333,1932.54266667,1796.09333333,2077.032,347.581,19.4333333333,25.0666666667
17032,2019-02-10T12:00:22,3212.08,2618.535,2596.83766667,3067.17333333,353.708666667,19.0666666667,24.4666666667
17032,2019-02-10T12:30:23,3839.22133333,3540.304,3205.22233333,3569.72633333,349.991333333,18.8666666667,25.6
17032,2019-02-10T13:00:25,4007.514,4290.76966667,3427.95366667,3727.655,342.214,18.0333333333,25.7
17032,2019-02-10T13:30:26,4810.13833333,5609.834,4305.289,4558.32766667,333.003333333,16.9,25.7
17032,2019-02-10T14:00:28,4100.563,5007.00233333,3485.70966667,3837.39933333,329.047666667,16.7333333333,24.7
17032,2019-02-10T14:30:29,6920.94,9542.12633333,5828.32666667,6641.73033333,320.865666667,16.3666666667,25.8666666667
17032,2019-02-10T15:00:31,7835.11766667,11393.4066667,6919.02966667,7563.36333333,323.925666667,16.2,24.5666666667
17032,2019-02-10T15:30:32,8088.51033333,12515.716,7156.872,7743.38766667,321.065666667,16.1,23.3
17032,2019-02-10T16:00:34,8324.917,12796.742,7292.67733333,8044.81333333,318.475,16.6,24.8
17032,2019-02-10T16:30:35,8087.411,12354.8663333,7126.95866667,7890.59933333,319.613333333,16.4333333333,24.8
17032,2019-02-10T17:00:37,7517.82266667,12464.2506667,6446.444,7389.14066667,316.73,15.7,25.3333333333
17032,2019-02-10T17:30:39,4571.477,7401.281,3668.44566667,4357.193,314.778333333,14.7,24.1333333333
17032,2019-02-10T18:00:40,911.157,1210.67533333,818.486333333,965.307,310.040333333,13.5333333333,25.3333333333
17032,2019-02-10T18:30:41,886.911333333,1253.158,865.278,986.860333333,304.767,13.2666666667,25.9666666667
17032,2019-02-10T19:00:43,1633.94633333,3073.024,1614.405,1781.505,303.426,12.4666666667,25.8666666667
17032,2019-02-10T19:30:44,631.736666667,938.149666667,594.251,688.123,302.522,11.9333333333,26.7333333333
17032,2019-02-10T20:00:46,347.373666667,461.857666667,339.072333333,389.540333333,299.281666667,11.5,26.8333333333
17032,2019-02-10T20:30:47,398.056,757.673,436.742666667,473.710333333,301.890666667,11.7,26.0666666667
17032,2019-02-10T21:00:49,522.048333333,1068.78333333,601.234333333,635.302333333,309.316,12.3,24.7
17032,2019-02-10T21:30:50,222.915666667,321.075,229.834333333,252.474333333,305.591,11.2666666667,25.3666666667
17032,2019-02-10T22:00:52,186.390666667,272.306,197.548333333,211.112,304.605333333,10.4666666667,26.4333333333
17032,2019-02-10T22:30:54,377.756,693.181,403.855,434.826,295.242666667,10.8666666667,27.1333333333
17032,2019-02-10T23:00:55,261.998333333,410.754,271.665,296.739666667,297.044666667,10.2,26.8
17032,2019-02-10T23:30:57,394.968666667,790.679,430.456333333,454.296,291.798333333,10.6,28.3666666667
17032,2019-02-11T00:00:58,2091.00666667,6246.68466667,2583.34566667,2510.47533333,294.481666667,10.3666666667,27
17032,2019-02-11T00:30:00,4355.7737931,10604.8010345,4711.43896552,4833.74482759,294.238275862,10.2413793103,26.6551724138
17032,2019-02-11T01:00:01,10772.131,26159.0346667,11400.6393333,12159.755,294.834,10.5,26.3666666667
17032,2019-02-11T01:13:16,7356.31,18862.96,7249.28,7858.55,292.44,10,26
17032,2019-02-11T01:30:15,6916.21375,17914.96125,6798.814375,7309.746875,294.15125,9.8125,26
17032,2019-02-11T02:00:16,14645.733,31203.741,15488.8303333,17252.588,288.498333333,9.26666666667,26.7
17032,2019-02-11T02:30:17,18078.9383333,39990.7773333,19986.6023333,22940.3763333,288.826333333,9.4,27.4666666667
17032,2019-02-11T03:00:19,41075.006,137369.148333,51618.5936667,-1,289.488666667,10.1,26.3333333333
17032,2019-02-11T03:30:21,22193.0396667,47786.3763333,24764.4333333,28638.495,292.178666667,10.2,26.6666666667
17032,2019-02-11T04:00:22,64813.4153333,-1,99338.5073333,101430.895,291.227,10.5,27.6666666667
17032,2019-02-11T04:30:24,61737.8816667,-1,69285.4116667,90497.3363333,291.733,10.1,26.3333333333
17032,2019-02-11T05:00:25,83970.073,-1,101534.564667,-1,291.159333333,10.1666666667,26.6666666667
17032,2019-02-11T05:30:26,68611.928,-1,84810.3066667,156272.206667,293.78,10.1666666667,28.4
17032,2019-02-11T06:00:28,47562.4773333,-1,56493.9366667,74460.844,287.991333333,9.2,26.7333333333
17032,2019-02-11T06:30:29,17094.430333,43444.231,18480.809,22292.992333,286.333667,9.1,26.366667
17032,2019-02-11T07:00:31,5311.95166667,13450.695,6108.223,6455.157,288.654333333,9.26666666667,27.1
17032,2019-02-11T07:30:32,1313.19866667,2441.22233333,1422.32933333,1501.824,286.161666667,9.06666666667,26.3666666667
17032,2019-02-11T08:00:34,1423.97166667,2693.869,1531.15233333,1591.87933333,289.435,9.86666666667,26
17032,2019-02-11T08:30:35,1229.05866667,2239.16433333,1306.05566667,1377.53733333,299.998666667,10.3666666667,25.6333333333
17032,2019-02-11T09:00:37,732.911666667,1125.151,726.288333333,831.773666667,311.471,12.3,24.5666666667
17032,2019-02-11T09:30:38,626.347333333,842.598333333,536.362,767.539,327.378,17.3666666667,23.8333333333
17032,2019-02-11T10:00:40,1016.73166667,1174.409,881.206333333,1312.069,331.945666667,17.8,23.6333333333
17032,2019-02-11T10:30:41,3013.954,2978.33466667,2772.227,3410.20933333,335.296666667,15.9333333333,22.8
17032,2019-02-11T11:00:43,1896.05133333,2889.353,1789.934,1958.918,323.664666667,14.2333333333,23.7666666667
17032,2019-02-11T11:30:44,1456.30833333,1765.08133333,1564.082,1641.06233333,338.894666667,16.7333333333,22.3666666667
17032,2019-02-11T12:00:46,2235.131,1680.94133333,2206.748,2654.91433333,359.331666667,17.8333333333,22.6333333333
17032,2019-02-11T12:30:48,2561.679,1748.55066667,2099.462,2716.37566667,366.647333333,17.8666666667,22.6333333333
17032,2019-02-11T13:00:49,2187.936,1762.698,2121.14533333,2255.90633333,375.019,20.1333333333,24.3
17032,2019-02-11T13:30:51,6761.13933333,8854.922,7169.294,7678.07933333,355.218,16.2,23.3
17032,2019-02-11T14:00:52,16631.507,32107.269,21594.3486667,22981.4003333,322.714333333,15.1333333333,24.1666666667
