date;ref_o3;ref_no2;o3;no2;temp;humidity
2018-09-13 14:00:00;150.0;13.0;26.19;-2.4;31.66;54.43
2018-09-13 15:00:00;157.0;20.0;29.08;-1.82;30.53;57.27
2018-09-13 16:00:00;167.0;15.0;29.52;-2.37;29.56;60.26
2018-09-13 17:00:00;167.0;11.0;27.93;-3.06;28.53;60.45
2018-09-13 18:00:00;154.0;16.0;26.67;-1.24;27.22;66.99
2018-09-13 19:00:00;133.0;30.0;23.42;-24.3;25.46;88.3
2018-09-13 20:00:00;96.0;48.0;19.39;-21.85;23.22;99.68
2018-09-13 21:00:00;66.0;52.0;20.08;-19.55;22.74;99.9
2018-09-13 22:00:00;66.0;39.0;15.35;-22.25;21.75;99.9
2018-09-13 23:00:00;62.0;26.0;13.95;-21.81;20.93;99.9
2018-09-14 00:00:00;64.0;16.0;13.16;-22.02;20.51;99.9
2018-09-14 01:00:00;59.0;16.0;13.53;-21.82;20.66;99.9
2018-09-14 02:00:00;62.0;14.0;14.16;-21.46;20.74;99.9
2018-09-14 03:00:00;64.0;12.0;13.69;-21.68;20.54;99.9
2018-09-14 04:00:00;57.0;13.0;12.57;-22.49;20.24;99.9
2018-09-14 05:00:00;46.0;20.0;12.54;-22.12;19.29;99.9
2018-09-14 06:00:00;42.0;22.0;12.77;-22.73;19.01;99.9
2018-09-14 07:00:00;36.0;29.0;13.05;-22.46;20.53;99.9
2018-09-14 08:00:00;53.0;26.0;13.23;-26.83;22.83;99.89
2018-09-14 09:00:00;73.0;14.0;12.04;-27.33;27.01;97.21
2018-09-14 10:00:00;85.0;17.0;13.09;-29.3;29.23;71.85
2018-09-14 11:00:00;100.0;17.0;15.66;-28.92;30.15;59.56
2018-09-14 12:00:00;122.0;10.0;18.99;-29.81;31.62;54.42
2018-09-14 13:00:00;136.0;7.0;20.42;-29.26;31.97;52.42
2018-09-14 14:00:00;144.0;6.0;21.51;-31.26;32.88;49.62
2018-09-14 15:00:00;150.0;6.0;22.08;-29.47;30.61;56.33
2018-09-14 16:00:00;132.0;7.0;19.0;-28.32;29.93;61.51
2018-09-14 17:00:00;100.0;9.0;17.91;-27.11;28.03;77.88
2018-09-14 18:00:00;87.0;10.0;16.73;-25.61;25.92;87.41
2018-09-14 19:00:00;74.0;13.0;16.14;-25.69;23.47;99.9
2018-09-14 20:00:00;65.0;15.0;14.46;-22.46;22.5;99.9
2018-09-14 21:00:00;58.0;12.0;13.47;-19.11;21.79;99.9
2018-09-14 22:00:00;51.0;14.0;11.01;-27.34;20.51;99.9
2018-09-14 23:00:00;39.0;14.0;11.75;-30.03;19.79;99.9
2018-09-15 00:00:00;44.0;12.0;10.92;-29.58;19.15;99.9
2018-09-15 01:00:00;47.0;8.0;10.34;-22.47;18.27;99.9
2018-09-15 02:00:00;34.0;16.0;10.84;-23.78;18.46;99.9
2018-09-15 03:00:00;53.0;7.0;11.74;-24.53;19.71;99.9
2018-09-15 04:00:00;61.0;4.0;9.64;-23.71;19.14;99.9
2018-09-15 05:00:00;36.0;16.0;9.11;-23.53;18.53;99.9
2018-09-15 06:00:00;39.0;9.0;8.97;-24.04;19.23;99.9
2018-09-15 07:00:00;35.0;12.0;10.07;-24.28;21.03;99.9
2018-09-15 08:00:00;45.0;13.0;12.19;-21.52;21.95;99.9
2018-09-15 09:00:00;44.0;28.0;14.33;-22.56;22.99;99.9
2018-09-15 10:00:00;66.0;18.0;13.96;-24.99;24.74;99.9
2018-09-15 11:00:00;71.0;17.0;14.91;-30.46;26.38;99.9
2018-09-15 12:00:00;88.0;16.0;17.01;-32.83;27.32;99.7
2018-09-15 13:00:00;109.0;11.0;19.53;-32.35;28.51;96.84
2018-09-15 14:00:00;127.0;12.0;20.67;-32.72;29.22;87.43
2018-09-15 15:00:00;137.0;10.0;22.3;-30.19;29.12;79.23
2018-09-15 16:00:00;140.0;11.0;22.8;-28.71;28.63;78.94
2018-09-15 17:00:00;139.0;10.0;23.77;-27.82;27.72;82.22
2018-09-15 18:00:00;136.0;13.0;23.97;-26.67;26.25;96.94
2018-09-15 19:00:00;117.0;22.0;21.19;-25.71;25.27;99.9
2018-09-15 20:00:00;92.0;31.0;19.23;-27.09;24.64;99.9
2018-09-15 21:00:00;87.0;29.0;19.04;-27.61;23.75;99.9
2018-09-15 22:00:00;88.0;19.0;18.07;-27.25;23.22;99.9
2018-09-15 23:00:00;84.0;17.0;16.95;-27.77;22.83;99.9
2018-09-16 00:00:00;77.0;19.0;14.35;-27.95;22.08;99.9
2018-09-16 01:00:00;62.0;23.0;14.25;-30.21;21.27;99.9
2018-09-16 02:00:00;63.0;18.0;13.23;-30.12;20.62;99.9
2018-09-16 03:00:00;59.0;16.0;13.06;-29.52;20.3;99.9
2018-09-16 04:00:00;55.0;14.0;12.05;-31.54;19.7;99.9
2018-09-16 05:00:00;47.0;17.0;10.13;-31.06;18.95;99.9
2018-09-16 06:00:00;39.0;14.0;9.56;-29.67;18.94;99.9
2018-09-16 07:00:00;30.0;19.0;9.8;-28.33;20.93;99.9
2018-09-16 08:00:00;35.0;20.0;10.6;-28.26;23.25;99.9
2018-09-16 09:00:00;53.0;16.0;14.2;-27.9;24.47;99.9
2018-09-16 10:00:00;76.0;12.0;17.01;-29.39;25.84;99.85
2018-09-16 11:00:00;108.0;8.0;17.47;-27.97;27.46;97.73
2018-09-16 12:00:00;117.0;6.0;17.92;-29.89;28.6;87.49
2018-09-16 13:00:00;125.0;5.0;17.84;-30.47;29.45;68.83
2018-09-16 14:00:00;128.0;5.0;19.77;-30.04;28.86;68.34
2018-09-16 15:00:00;128.0;6.0;20.65;-31.79;28.93;65.21
2018-09-16 16:00:00;129.0;6.0;20.68;-31.18;28.28;66.03
2018-09-16 17:00:00;124.0;8.0;19.71;-28.95;28.26;66.87
2018-09-16 18:00:00;119.0;11.0;19.49;-27.09;26.48;86.86
2018-09-16 19:00:00;108.0;12.0;19.45;-27.45;25.15;99.89
2018-09-16 20:00:00;95.0;11.0;18.42;-25.29;23.78;99.9
2018-09-16 21:00:00;95.0;8.0;16.81;-5.72;22.45;99.9
2018-09-16 22:00:00;77.0;14.0;14.62;-12.36;21.58;99.9
2018-09-16 23:00:00;69.0;11.0;12.56;-31.3;21.07;99.9
2018-09-17 00:00:00;58.0;8.0;10.87;-31.84;20.21;99.9
2018-09-17 01:00:00;46.0;11.0;10.12;-30.5;19.78;99.9
2018-09-17 02:00:00;48.0;4.0;9.69;-29.94;19.34;99.9
2018-09-17 03:00:00;43.0;5.0;9.39;-27.41;19.72;99.9
2018-09-17 04:00:00;37.0;11.0;9.16;-28.21;20.05;99.9
2018-09-17 05:00:00;38.0;14.0;10.48;-28.53;19.92;99.9
2018-09-17 06:00:00;35.0;14.0;12.49;-27.08;19.5;99.9
2018-09-17 07:00:00;41.0;22.0;13.07;-25.79;18.74;99.9
2018-09-17 08:00:00;40.0;22.0;13.74;-25.1;18.69;99.9
2018-09-17 09:00:00;48.0;29.0;12.26;-24.86;19.02;99.9
2018-09-17 10:00:00;39.0;24.0;14.61;-25.95;20.2;99.9
2018-09-17 11:00:00;52.0;34.0;13.27;-27.34;24.05;99.9
2018-09-17 12:00:00;81.0;17.0;12.15;-26.73;26.21;99.9
2018-09-17 13:00:00;84.0;15.0;12.53;-27.19;27.96;98.78
2018-09-17 14:00:00;92.0;17.0;13.55;-29.67;30.69;82.83
2018-09-17 15:00:00;107.0;13.0;18.48;-27.14;29.53;81.34
2018-09-17 16:00:00;117.0;9.0;18.87;-26.86;28.75;89.34
2018-09-17 17:00:00;113.0;10.0;16.84;-25.0;27.27;95.79
2018-09-17 18:00:00;92.0;10.0;15.57;-23.52;23.87;99.9
2018-09-17 19:00:00;55.0;20.0;13.95;-25.6;21.99;99.9
2018-09-17 20:00:00;28.0;35.0;12.72;-25.98;21.04;99.9
2018-09-17 21:00:00;14.0;44.0;9.97;-28.32;20.9;99.9
2018-09-17 22:00:00;15.0;30.0;9.55;-28.99;19.89;99.9
2018-09-17 23:00:00;19.0;25.0;8.7;-28.82;19.36;99.9
2018-09-18 00:00:00;19.0;19.0;8.11;-32.81;19.6;99.9
2018-09-18 01:00:00;18.0;16.0;7.1;-27.13;19.5;99.9
2018-09-18 02:00:00;8.0;20.0;6.84;-28.77;19.25;99.9
2018-09-18 03:00:00;8.0;23.0;6.29;-29.91;19.15;99.9
2018-09-18 04:00:00;8.0;21.0;6.51;-30.5;19.15;99.9
2018-09-18 05:00:00;11.0;18.0;6.21;-31.88;19.05;99.9
2018-09-18 06:00:00;11.0;17.0;6.1;-30.14;19.2;99.9
2018-09-18 07:00:00;5.0;19.0;6.94;-29.63;20.37;99.9
2018-09-18 08:00:00;4.0;27.0;7.44;-29.76;21.8;99.9
2018-09-18 09:00:00;14.0;27.0;6.14;-33.02;25.31;99.87
2018-09-18 10:00:00;35.0;20.0;8.51;-34.41;27.04;99.47
2018-09-18 11:00:00;48.0;20.0;11.87;-34.32;26.65;99.36
2018-09-18 12:00:00;63.0;23.0;13.61;-33.44;28.41;92.59
2018-09-18 13:00:00;89.0;15.0;15.45;-31.19;28.81;88.9
2018-09-18 14:00:00;88.0;19.0;16.85;-31.96;29.65;74.06
2018-09-18 15:00:00;107.0;16.0;17.6;-31.58;32.32;58.29
2018-09-18 16:00:00;112.0;15.0;19.69;-30.43;30.63;63.79
2018-09-18 17:00:00;119.0;15.0;20.83;-27.32;28.02;89.2
2018-09-18 18:00:00;113.0;17.0;19.27;-27.45;24.58;99.66
2018-09-18 19:00:00;77.0;32.0;19.98;-21.71;21.53;99.9
2018-09-18 20:00:00;40.0;60.0;17.62;-22.11;20.66;99.9
2018-09-18 21:00:00;6.0;95.0;12.98;-26.77;20.73;99.9
2018-09-18 22:00:00;38.0;29.0;11.75;-25.1;20.34;99.9
2018-09-18 23:00:00;33.0;20.0;10.69;-25.41;19.98;99.9
2018-09-19 00:00:00;34.0;15.0;9.14;-27.02;18.74;99.9
2018-09-19 01:00:00;25.0;13.0;8.26;-24.15;18.04;99.9
2018-09-19 02:00:00;21.0;13.0;7.57;-25.16;17.73;99.9
2018-09-19 03:00:00;17.0;12.0;8.4;-25.1;17.99;99.9
2018-09-19 04:00:00;20.0;17.0;7.82;-25.71;17.59;99.9
2018-09-19 05:00:00;19.0;18.0;6.07;-25.85;16.94;99.9
2018-09-19 06:00:00;4.0;27.0;7.19;-26.95;16.98;99.9
2018-09-19 07:00:00;4.0;24.0;7.98;-22.12;19.51;99.9
2018-09-19 08:00:00;11.0;32.0;8.12;-23.51;22.16;99.9
2018-09-19 09:00:00;25.0;24.0;8.49;-23.83;23.78;99.9
2018-09-19 10:00:00;31.0;25.0;9.21;-27.93;26.91;98.67
2018-09-19 11:00:00;56.0;19.0;11.14;-30.51;29.16;86.04
2018-09-19 12:00:00;79.0;17.0;15.28;-32.23;30.44;69.3
2018-09-19 13:00:00;109.0;12.0;15.56;-30.38;31.85;59.0
2018-09-19 14:00:00;124.0;8.0;17.66;-29.6;32.75;53.88
2018-09-19 15:00:00;129.0;10.0;20.18;-29.43;31.87;51.87
2018-09-19 16:00:00;134.0;10.0;23.55;-26.65;30.06;61.29
2018-09-19 17:00:00;118.0;23.0;23.73;-25.39;27.46;76.38
2018-09-19 18:00:00;115.0;26.0;22.37;-23.25;24.74;98.54
2018-09-19 19:00:00;95.0;34.0;22.16;-22.67;21.94;99.9
2018-09-19 20:00:00;69.0;49.0;19.17;-21.55;20.51;99.9
2018-09-19 21:00:00;28.0;77.0;13.38;-24.58;20.27;99.9
2018-09-19 22:00:00;33.0;36.0;11.53;-26.5;19.45;99.9
2018-09-19 23:00:00;41.0;16.0;11.45;-27.08;19.17;99.9
2018-09-20 00:00:00;50.0;11.0;11.12;-28.1;18.41;99.9
2018-09-20 01:00:00;46.0;10.0;9.95;-29.08;17.86;99.9
2018-09-20 02:00:00;42.0;8.0;9.88;-26.16;17.69;99.9
2018-09-20 03:00:00;41.0;8.0;9.61;-28.49;17.55;99.9
2018-09-20 04:00:00;40.0;8.0;8.05;-27.43;16.94;99.9
2018-09-20 05:00:00;25.0;10.0;7.96;-27.43;17.04;99.9
2018-09-20 06:00:00;10.0;27.0;7.92;-30.36;17.22;99.9
2018-09-20 07:00:00;5.0;32.0;8.96;-27.52;19.55;99.9
2018-09-20 08:00:00;14.0;32.0;8.73;-26.74;22.88;99.9
2018-09-20 09:00:00;28.0;29.0;7.78;-26.62;25.96;99.34
2018-09-20 10:00:00;48.0;21.0;10.91;-27.87;29.13;86.89
2018-09-20 11:00:00;74.0;18.0;12.76;-27.8;31.28;66.58
2018-09-20 12:00:00;88.0;21.0;15.66;-25.63;32.05;59.44
2018-09-20 13:00:00;98.0;27.0;17.99;-25.98;31.31;57.87
2018-09-20 14:00:00;120.0;22.0;21.51;-26.55;30.85;57.28
2018-09-20 15:00:00;133.0;15.0;20.98;-26.19;31.28;53.99
2018-09-20 16:00:00;136.0;12.0;23.57;-23.54;29.84;59.38
2018-09-20 17:00:00;136.0;14.0;23.52;-23.09;27.87;68.72
2018-09-20 18:00:00;132.0;19.0;22.49;-13.0;24.65;98.49
2018-09-20 19:00:00;98.0;37.0;22.65;-18.16;21.88;99.9
2018-09-20 20:00:00;70.0;58.0;19.5;-17.17;20.82;99.9
2018-09-20 21:00:00;47.0;72.0;13.57;-22.5;20.38;99.9
2018-09-20 22:00:00;47.0;24.0;13.13;-23.19;19.21;99.9
2018-09-20 23:00:00;57.0;12.0;14.18;-24.85;18.67;99.9
2018-09-21 00:00:00;60.0;9.0;13.47;-26.04;19.1;99.9
2018-09-21 01:00:00;65.0;8.0;10.71;-26.2;17.94;99.9
2018-09-21 02:00:00;47.0;8.0;11.22;-35.16;17.74;99.9
2018-09-21 03:00:00;46.0;11.0;9.76;-30.39;17.72;99.9
2018-09-21 04:00:00;43.0;11.0;8.77;-32.64;16.67;99.9
2018-09-21 05:00:00;32.0;12.0;8.62;-33.5;16.18;99.9
2018-09-21 06:00:00;30.0;17.0;9.74;-33.81;16.63;99.9
2018-09-21 07:00:00;33.0;18.0;10.2;-31.19;19.86;99.9
2018-09-21 08:00:00;38.0;25.0;9.89;-31.16;23.35;99.82
2018-09-21 09:00:00;50.0;23.0;11.71;-29.12;24.74;99.53
2018-09-21 10:00:00;59.0;27.0;14.02;-27.23;26.64;97.05
2018-09-21 11:00:00;82.0;15.0;16.84;-31.59;29.19;76.72
2018-09-21 12:00:00;114.0;12.0;19.34;-31.95;30.56;60.68
2018-09-21 13:00:00;138.0;9.0;19.8;-33.45;31.72;52.67
2018-09-21 14:00:00;146.0;10.0;21.93;-33.55;31.34;52.74
2018-09-21 15:00:00;153.0;12.0;22.05;-32.89;31.37;52.07
2018-09-21 16:00:00;154.0;13.0;24.36;-32.41;30.88;52.5
2018-09-21 17:00:00;151.0;13.0;23.35;-30.21;28.37;66.63
2018-09-21 18:00:00;129.0;20.0;23.63;-19.35;24.78;96.78
2018-09-21 19:00:00;111.0;38.0;24.06;-1.01;23.01;99.9
2018-09-21 20:00:00;63.0;82.0;20.0;-24.41;22.5;99.9
2018-09-21 21:00:00;52.0;64.0;15.83;-26.84;22.8;99.9
2018-09-21 22:00:00;75.0;18.0;14.41;-28.03;21.86;99.9
2018-09-21 23:00:00;77.0;9.0;13.61;-26.91;20.26;99.9
2018-09-22 00:00:00;65.0;16.0;12.75;-8.08;19.11;99.9
2018-09-22 01:00:00;41.0;27.0;12.44;-2.52;18.82;99.9
2018-09-22 02:00:00;25.0;42.0;11.12;-4.25;18.16;99.9
2018-09-22 03:00:00;36.0;24.0;10.32;-4.67;18.0;99.9
2018-09-22 04:00:00;30.0;25.0;9.22;-12.86;17.42;99.9
2018-09-22 05:00:00;28.0;19.0;8.55;-32.73;17.02;99.9
2018-09-22 06:00:00;18.0;22.0;8.61;-33.85;17.17;99.9
2018-09-22 07:00:00;6.0;34.0;9.37;-31.2;20.29;99.9
2018-09-22 08:00:00;10.0;44.0;9.06;-32.91;24.29;99.48
2018-09-22 09:00:00;25.0;43.0;11.02;-10.83;27.72;92.96
2018-09-22 10:00:00;79.0;18.0;14.01;-7.11;27.59;92.19
2018-09-22 11:00:00;97.0;14.0;17.96;-3.16;27.35;92.3
2018-09-22 12:00:00;106.0;13.0;16.25;-23.11;30.58;65.47
2018-09-22 13:00:00;113.0;14.0;16.45;-39.38;32.55;54.39
2018-09-22 14:00:00;125.0;13.0;18.26;-39.62;33.53;51.87
2018-09-22 15:00:00;132.0;11.0;21.77;-36.21;30.78;60.02
2018-09-22 16:00:00;130.0;15.0;23.9;-32.85;28.91;66.36
2018-09-22 17:00:00;126.0;17.0;23.16;-28.99;27.54;76.08
2018-09-22 18:00:00;119.0;15.0;21.76;-26.73;25.94;98.72
2018-09-22 19:00:00;102.0;24.0;20.69;1.29;24.03;99.9
2018-09-22 20:00:00;76.0;49.0;17.77;5.15;23.32;99.9
2018-09-22 21:00:00;50.0;54.0;14.16;3.54;22.5;99.9
2018-09-22 22:00:00;46.0;31.0;14.46;1.66;22.12;99.9
2018-09-22 23:00:00;50.0;22.0;12.4;1.18;21.06;99.9
2018-09-23 00:00:00;49.0;13.0;10.87;-0.15;19.92;99.9
2018-09-23 01:00:00;44.0;13.0;10.6;-0.38;19.26;99.9
2018-09-23 02:00:00;42.0;12.0;10.07;-1.26;18.68;99.9
2018-09-23 03:00:00;40.0;12.0;8.99;-1.4;17.92;99.9
2018-09-23 04:00:00;38.0;10.0;9.33;0.89;17.52;99.9
2018-09-23 05:00:00;34.0;12.0;7.99;1.36;17.06;99.9
2018-09-23 06:00:00;29.0;14.0;7.93;0.43;16.99;99.9
2018-09-23 07:00:00;24.0;16.0;8.15;-2.05;19.1;99.9
2018-09-23 08:00:00;30.0;14.0;6.85;-1.37;22.46;99.77
2018-09-23 09:00:00;36.0;13.0;7.21;-1.74;24.11;98.86
2018-09-23 10:00:00;41.0;15.0;9.3;-4.56;26.87;89.77
2018-09-23 11:00:00;52.0;19.0;13.43;-5.27;27.7;79.45
2018-09-23 12:00:00;65.0;32.0;17.38;-6.09;27.95;79.02
2018-09-23 13:00:00;101.0;14.0;16.99;-7.91;29.43;69.07
2018-09-23 14:00:00;114.0;8.0;17.25;-2.44;31.16;61.07
2018-09-23 15:00:00;123.0;8.0;19.67;0.13;29.97;64.28
2018-09-23 16:00:00;121.0;14.0;21.29;1.75;29.35;66.81
2018-09-23 17:00:00;126.0;11.0;20.94;3.1;27.28;83.4
2018-09-23 18:00:00;110.0;21.0;20.86;-10.93;24.47;99.66
2018-09-23 19:00:00;97.0;26.0;20.3;-11.99;22.85;99.9
2018-09-23 20:00:00;85.0;36.0;16.58;-12.55;21.93;99.78
2018-09-23 21:00:00;70.0;21.0;13.57;-14.01;21.57;99.83
2018-09-23 22:00:00;74.0;6.0;13.52;-11.21;20.45;99.9
2018-09-23 23:00:00;56.0;13.0;12.1;1.14;19.31;99.9
2018-09-24 00:00:00;48.0;16.0;11.96;1.61;19.12;99.9
2018-09-24 01:00:00;41.0;19.0;10.71;2.7;19.17;99.9
2018-09-24 02:00:00;24.0;32.0;10.63;2.64;18.14;99.9
2018-09-24 03:00:00;23.0;25.0;11.09;0.23;19.56;99.9
2018-09-24 04:00:00;46.0;12.0;11.05;0.59;19.01;99.9
2018-09-24 05:00:00;46.0;10.0;12.8;0.87;19.47;99.9
2018-09-24 06:00:00;57.0;8.0;13.92;1.3;20.44;99.9
2018-09-24 07:00:00;64.0;9.0;11.15;-1.24;22.57;99.9
2018-09-24 08:00:00;61.0;11.0;9.41;-10.74;25.29;87.3
2018-09-24 09:00:00;64.0;12.0;4.72;-20.98;27.75;34.4
2018-09-24 10:00:00;75.0;13.0;8.87;-21.99;28.75;28.53
2018-09-24 11:00:00;84.0;12.0;12.67;-19.9;27.81;33.86
2018-09-24 12:00:00;87.0;11.0;15.22;-18.23;28.44;32.83
2018-09-24 13:00:00;94.0;10.0;19.09;-16.14;28.1;43.06
2018-09-24 14:00:00;100.0;11.0;19.27;-16.2;26.79;48.59
2018-09-24 15:00:00;98.0;8.0;17.94;0.08;24.8;52.65
2018-09-24 16:00:00;88.0;8.0;17.44;0.69;23.41;52.75
2018-09-24 17:00:00;81.0;10.0;16.37;1.65;21.95;54.23
2018-09-24 18:00:00;75.0;13.0;16.52;2.33;20.6;63.2
2018-09-24 19:00:00;62.0;15.0;14.62;2.0;19.55;62.63
2018-09-24 20:00:00;59.0;11.0;14.12;1.62;18.63;64.39
2018-09-24 21:00:00;60.0;9.0;13.7;2.07;17.87;79.97
2018-09-24 22:00:00;59.0;9.0;13.56;2.01;17.29;93.63
2018-09-24 23:00:00;59.0;8.0;13.41;1.7;16.59;98.69
2018-09-25 00:00:00;54.0;9.0;11.81;1.59;16.12;99.9
2018-09-25 01:00:00;44.0;13.0;11.16;0.97;15.95;99.87
2018-09-25 02:00:00;43.0;14.0;10.96;0.05;15.49;99.31
2018-09-25 03:00:00;47.0;13.0;10.85;0.64;14.63;98.46
2018-09-25 04:00:00;44.0;15.0;10.77;2.17;13.08;99.9
2018-09-25 05:00:00;26.0;23.0;10.24;4.57;11.79;99.9
2018-09-25 06:00:00;15.0;32.0;9.58;2.93;11.79;99.89
2018-09-25 07:00:00;14.0;39.0;9.56;1.1;14.09;95.49
2018-09-25 08:00:00;29.0;30.0;8.94;0.16;15.8;70.26
2018-09-25 09:00:00;45.0;18.0;9.2;0.61;17.27;57.8
2018-09-25 10:00:00;47.0;20.0;9.82;-0.37;18.54;48.25
2018-09-25 11:00:00;61.0;14.0;11.84;-0.45;19.7;43.38
2018-09-25 12:00:00;72.0;9.0;12.86;-2.0;20.48;40.77
2018-09-25 13:00:00;77.0;9.0;14.08;-0.61;21.14;35.82
2018-09-25 14:00:00;87.0;6.0;15.64;-0.2;21.24;32.83
2018-09-25 15:00:00;91.0;8.0;15.79;-0.51;21.28;32.94
2018-09-25 16:00:00;91.0;9.0;15.99;1.38;20.85;32.3
2018-09-25 20:00:00;62.0;26.0;15.43;1.74;15.99;43.71
2018-09-25 21:00:00;63.0;21.0;13.81;2.63;13.93;52.77
2018-09-25 22:00:00;51.0;24.0;12.34;1.78;10.98;70.78
2018-09-25 23:00:00;35.0;31.0;12.32;3.05;0.86;6.19
2018-09-26 00:00:00;26.0;43.0;11.55;1.01;10.78;87.48
2018-09-26 01:00:00;32.0;33.0;12.07;0.6;12.31;72.94
2018-09-26 02:00:00;39.0;27.0;11.21;0.45;7.42;50.44
2018-09-26 03:00:00;37.0;27.0;10.16;2.25;9.93;94.43
2018-09-26 05:00:00;20.0;32.0;10.05;4.96;6.92;99.9
2018-09-26 06:00:00;3.0;50.0;10.08;3.39;6.85;99.9
2018-09-26 07:00:00;4.0;51.0;10.36;1.89;11.6;96.94
2018-09-26 08:00:00;20.0;44.0;9.8;0.84;13.98;82.37
2018-09-26 09:00:00;40.0;25.0;10.39;0.58;15.38;64.15
