date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 14:00:00,124,10.4095,24.26,18.68,PR,17017,3
06/04/2017 15:00:00,121,18.7172,19,24.45,PR,17017,3
06/04/2017 16:00:00,81,17.642,18.03,28.6,PR,17017,3
06/04/2017 17:00:00,55,13.5267,16.93,37.37,PR,17017,3
06/04/2017 18:00:00,53,11.7497,15.87,44.6,PR,17017,3
06/04/2017 19:00:00,65,12.0017,14.73,46.47,PR,17017,3
06/04/2017 20:00:00,67,16.5863,13.73,50.73,PR,17017,3
06/04/2017 21:00:00,45,12.9243,12.47,54.9,PR,17017,3
06/04/2017 22:00:00,33,10.6083,12.17,56.3,PR,17017,3
06/04/2017 23:00:00,59,12.0167,10.53,53.33,PR,17017,3
07/04/2017 00:00:00,66,12.8437,10.13,51.4,PR,17017,3
07/04/2017 02:00:00,80,19.4363,9.13,51.83,PR,17017,3
07/04/2017 03:00:00,51,13.149,9.03,51.27,PR,17017,3
07/04/2017 04:00:00,18,11.4393,8.77,52.03,PR,17017,3
07/04/2017 05:00:00,47,13.538,8.8,52.2,PR,17017,3
07/04/2017 06:00:00,34,16.3587,9.33,50,PR,17017,3
07/04/2017 07:00:00,55,9.9193,21.87,24.37,PR,17017,3
07/04/2017 08:00:00,77,12.555,26.07,17.4,PR,17017,3
07/04/2017 09:00:00,77,16.8237,28.33,16.63,PR,17017,3
07/04/2017 10:00:00,85,19.106,23.53,18.9,PR,17017,3
07/04/2017 11:00:00,78,20.5053,21.57,19.7,PR,17017,3
07/04/2017 12:00:00,107,26.0518,19.91,20.55,PR,17017,3
07/04/2017 13:00:00,110,32.6193,19.4,20.97,PR,17017,3
07/04/2017 14:00:00,108,35.382,22.27,19.43,PR,17017,3
07/04/2017 15:00:00,104,73.643,16.13,35.5,PR,17017,3
07/04/2017 16:00:00,92,67.4007,14.43,37.83,PR,17017,3
07/04/2017 17:00:00,76,42.2187,14.43,39.4,PR,17017,3
07/04/2017 18:00:00,58,30.704,13.2,39.03,PR,17017,3
07/04/2017 19:00:00,49,15.6843,11.5,46.13,PR,17017,3
07/04/2017 20:00:00,73,17.352,11.07,49.03,PR,17017,3
07/04/2017 21:00:00,52,34.0673,10,53.17,PR,17017,3
07/04/2017 22:00:00,44,17.2217,10.03,55.77,PR,17017,3
07/04/2017 23:00:00,40,14.587,9,55.2,PR,17017,3
08/04/2017 00:00:00,20,16.044,9,58.17,PR,17017,3
08/04/2017 02:00:00,5,11.6513,8.87,63.53,PR,17017,3
08/04/2017 03:00:00,6,11.625,8.57,66.77,PR,17017,3
08/04/2017 04:00:00,5,11.8153,8,65.07,PR,17017,3
08/04/2017 05:00:00,6,11.3243,8,66.77,PR,17017,3
08/04/2017 06:00:00,11,11.794,8.33,64.63,PR,17017,3
08/04/2017 07:00:00,23,9.113,24.53,29.53,PR,17017,3
08/04/2017 08:00:00,58,9.4837,26.93,17.6,PR,17017,3
08/04/2017 09:00:00,80,14.8443,28.17,16.6,PR,17017,3
08/04/2017 10:00:00,88,29.133,23.03,19.17,PR,17017,3
08/04/2017 11:00:00,117,108.9103,21.47,20.17,PR,17017,3
08/04/2017 12:00:00,126,138.739,21.53,19.43,PR,17017,3
08/04/2017 13:00:00,122,133.5153,21.43,19.87,PR,17017,3
08/04/2017 14:00:00,121,77.026,25.97,17.03,PR,17017,3
