date,RefSt,Sensor_O3,Temp,RelHum,,,
28/04/2017 14:00:00,100,224.5,19,24,PR,17016,3
28/04/2017 15:00:00,106,422.938,13.87,26.6,PR,17016,3
28/04/2017 16:00:00,106,463.991,13,27,PR,17016,3
28/04/2017 17:00:00,99,428.3907,12.63,27.37,PR,17016,3
28/04/2017 18:00:00,87,423.8147,11.87,28,PR,17016,3
28/04/2017 19:00:00,75,315.255,10.63,28.37,PR,17016,3
28/04/2017 20:00:00,26,230.5407,10,36.23,PR,17016,3
28/04/2017 21:00:00,20,21.1493,8.9,44.9,PR,17016,3
28/04/2017 22:00:00,41,41.1447,8,53.37,PR,17016,3
28/04/2017 23:00:00,60,102.6403,7,54,PR,17016,3
29/04/2017 00:00:00,54,248.09,7,54.03,PR,17016,3
29/04/2017 02:00:00,44,85.9233,7,58.03,PR,17016,3
29/04/2017 03:00:00,61,147.4317,7,61.53,PR,17016,3
29/04/2017 04:00:00,50,255.301,7,66.21,PR,17016,3
29/04/2017 05:00:00,20,137.1777,7,64.57,PR,17016,3
29/04/2017 06:00:00,20,30.958,9.2,65.17,PR,17016,3
29/04/2017 07:00:00,47,32.141,18.5,30.5,PR,17016,3
29/04/2017 08:00:00,93,132.7267,19.27,29.23,PR,17016,3
29/04/2017 09:00:00,97,342.5483,20.53,23.47,PR,17016,3
29/04/2017 10:00:00,103,326.1657,22.07,22.73,PR,17016,3
29/04/2017 11:00:00,110,413.911,19.67,23.83,PR,17016,3
29/04/2017 12:00:00,111,412.382,18.63,24.3,PR,17016,3
29/04/2017 13:00:00,110,404.0353,19.67,24,PR,17016,3
29/04/2017 14:00:00,111,419.5597,17.23,25.07,PR,17016,3
29/04/2017 15:00:00,105,422.491,16.7,25.43,PR,17016,3
29/04/2017 16:00:00,99,409.1907,13.2,40.1,PR,17016,3
29/04/2017 17:00:00,96,369.26,13,40,PR,17016,3
29/04/2017 18:00:00,89,395.5477,13,39.9,PR,17016,3
29/04/2017 19:00:00,88,339.761,12,41,PR,17016,3
29/04/2017 20:00:00,95,336.6277,12,44.17,PR,17016,3
29/04/2017 21:00:00,90,341.5543,12,48.37,PR,17016,3
29/04/2017 22:00:00,100,347.599,12,50,PR,17016,3
29/04/2017 23:00:00,104,368.8157,11.63,52.5,PR,17016,3
30/04/2017 00:00:00,103,405.5607,12,53,PR,17016,3
30/04/2017 02:00:00,83,325.627,12,53.63,PR,17016,3
30/04/2017 03:00:00,79,287.9607,11.73,57.5,PR,17016,3
30/04/2017 04:00:00,84,279.2457,12,67.07,PR,17016,3
30/04/2017 05:00:00,82,316.4133,12,65.33,PR,17016,3
30/04/2017 06:00:00,82,302.8437,12,70.27,PR,17016,3
30/04/2017 07:00:00,84,304.0723,12,77.77,PR,17016,3
30/04/2017 08:00:00,84,291.0897,12.8,80.97,PR,17016,3
30/04/2017 09:00:00,86,287.6783,15.77,74.4,PR,17016,3
30/04/2017 10:00:00,87,297.8877,16.27,67.47,PR,17016,3
30/04/2017 11:00:00,88,314.4803,16.97,62.67,PR,17016,3
30/04/2017 12:00:00,91,315.108,17,56.67,PR,17016,3
30/04/2017 13:00:00,96,327.1193,15.9,57.9,PR,17016,3
30/04/2017 14:00:00,96,350.221,15.5,67,PR,17016,3
30/04/2017 15:00:00,102,355.7957,16.03,64.03,PR,17016,3
30/04/2017 16:00:00,93,386.7303,16,60.27,PR,17016,3
30/04/2017 17:00:00,88,327.189,15.5,62.87,PR,17016,3
30/04/2017 18:00:00,80,301.847,14,69.83,PR,17016,3
30/04/2017 19:00:00,74,264.7513,13.77,71.2,PR,17016,3
30/04/2017 20:00:00,81,236.344,13.8,72.37,PR,17016,3
30/04/2017 21:00:00,87,331.7253,12.93,64.13,PR,17016,3
30/04/2017 22:00:00,101,381.3887,13,55.43,PR,17016,3
30/04/2017 22:30:00,106,459.2887,12.73,53.57,PR,17016,3
30/04/2017 23:00:00,101,495.3163,13,50.43,PR,17016,3
30/04/2017 23:30:00,98,463.4213,13,48.97,PR,17016,3
01/05/2017 00:00:00,94,448.7987,12.43,48.63,PR,17016,3
01/05/2017 00:30:00,88,427.8297,12,49,PR,17016,3
01/05/2017 01:30:00,96,377.525,11,64.86,PR,17016,3
01/05/2017 02:00:00,92,414.826,10.4,70.67,PR,17016,3
01/05/2017 02:30:00,88,396.6087,10,72,PR,17016,3
01/05/2017 03:00:00,90,389.612,10,72,PR,17016,3
01/05/2017 03:30:00,88,395.7683,9.2,71.77,PR,17016,3
01/05/2017 04:00:00,92,396.0373,9,72,PR,17016,3
01/05/2017 04:30:00,94,427.46,9,71.3,PR,17016,3
01/05/2017 05:00:00,83,435.6017,9,71,PR,17016,3
01/05/2017 05:30:00,75,371.4367,9,70.97,PR,17016,3
01/05/2017 06:00:00,77,306.557,9.53,70.4,PR,17016,3
01/05/2017 06:30:00,86,315.1783,11.1,67.57,PR,17016,3
01/05/2017 07:00:00,78,320.8223,18.73,44.6,PR,17016,3
01/05/2017 07:30:00,77,304.298,13.83,50.4,PR,17016,3
01/05/2017 08:00:00,86,316.3063,15,40.5,PR,17016,3
01/05/2017 08:30:00,92,338.57,19.3,38.77,PR,17016,3
01/05/2017 09:00:00,87,369.1143,16.2,36.8,PR,17016,3
01/05/2017 09:30:00,95,343.971,15.2,42.63,PR,17016,3
01/05/2017 10:00:00,105,390.0903,17.5,37.73,PR,17016,3
01/05/2017 10:30:00,104,458.1997,16.28,39.66,PR,17016,3
01/05/2017 11:00:00,104,448.084,18.47,35.8,PR,17016,3
01/05/2017 11:30:00,107,456.0827,17.7,33.37,PR,17016,3
01/05/2017 12:00:00,107,450.203,19.07,24.03,PR,17016,3
01/05/2017 12:30:00,111,435.54,19.23,24.13,PR,17016,3
01/05/2017 13:00:00,113,447.1647,20.23,23.77,PR,17016,3
01/05/2017 13:30:00,111,466.7493,20.6,23.43,PR,17016,3
01/05/2017 14:00:00,109,467.8493,19.33,24.13,PR,17016,3
01/05/2017 14:30:00,110,445.4137,19.63,23.97,PR,17016,3
01/05/2017 15:00:00,107,465.874,16.6,25.43,PR,17016,3
01/05/2017 15:30:00,105,467.2607,15,26,PR,17016,3
01/05/2017 16:00:00,102,464.6543,14.5,26.5,PR,17016,3
01/05/2017 16:30:00,104,446.0867,14.13,26.87,PR,17016,3
01/05/2017 17:00:00,104,464.707,14,27,PR,17016,3
01/05/2017 17:30:00,101,452.3703,14,31.87,PR,17016,3
01/05/2017 18:00:00,100,442.8763,13,33.93,PR,17016,3
01/05/2017 18:30:00,89,426.0563,13,39.57,PR,17016,3
01/05/2017 19:00:00,86,357.672,12.97,44.27,PR,17016,3
01/05/2017 19:30:00,83,339.8707,12,49,PR,17016,3
01/05/2017 20:00:00,70,307.5723,12,50.4,PR,17016,3
01/05/2017 20:30:00,65,239.6017,12,52.17,PR,17016,3
01/05/2017 21:00:00,75,214.0127,12,53.33,PR,17016,3
01/05/2017 21:30:00,81,266.026,11.37,54.87,PR,17016,3
01/05/2017 22:00:00,79,306.2507,10.77,55.53,PR,17016,3
01/05/2017 22:30:00,70,256.3433,10,58.03,PR,17016,3
01/05/2017 23:00:00,62,277.512,10,59.57,PR,17016,3
01/05/2017 23:30:00,53,237.8987,9.4,61.5,PR,17016,3
02/05/2017 00:00:00,38,180.0137,9,64.93,PR,17016,3
02/05/2017 00:30:00,44,113.64,9,66.9,PR,17016,3
02/05/2017 01:30:00,44,121.9969,9,69.38,PR,17016,3
02/05/2017 02:00:00,49,133.7133,9,69.73,PR,17016,3
02/05/2017 02:30:00,43,161.998,9,69.93,PR,17016,3
02/05/2017 03:00:00,50,136.7893,9,69.63,PR,17016,3
02/05/2017 03:30:00,54,177.303,9,69,PR,17016,3
02/05/2017 04:00:00,49,194.865,9,69.3,PR,17016,3
02/05/2017 04:30:00,37,160.6557,9,69.8,PR,17016,3
02/05/2017 05:00:00,13,96.8713,9,68.17,PR,17016,3
02/05/2017 05:30:00,6,32.7543,9.5,66.93,PR,17016,3
02/05/2017 06:00:00,7,21.1967,11.17,63.93,PR,17016,3
02/05/2017 06:30:00,21,16.38,13.23,57.43,PR,17016,3
02/05/2017 07:00:00,23,29.332,17.1,43.83,PR,17016,3
02/05/2017 07:30:00,48,38.2187,19.8,34.77,PR,17016,3
02/05/2017 08:00:00,59,110.2083,21.77,22.87,PR,17016,3
02/05/2017 08:30:00,62,130.873,21.7,22.87,PR,17016,3
02/05/2017 09:00:00,51,145.1733,22.23,22.5,PR,17016,3
02/05/2017 09:30:00,48,111.9343,20.8,23.3,PR,17016,3
02/05/2017 10:00:00,39,82.1827,22.13,22.57,PR,17016,3
02/05/2017 10:30:00,48,57.9397,22.33,22.53,PR,17016,3
02/05/2017 11:00:00,62,81.757,20.4,23.6,PR,17016,3
02/05/2017 11:30:00,71,137.6147,21.23,23,PR,17016,3
02/05/2017 12:00:00,87,185.331,20.13,23.87,PR,17016,3
02/05/2017 12:30:00,97,270.2183,19.97,23.97,PR,17016,3
02/05/2017 13:00:00,98,337.0337,19.4,24,PR,17016,3
02/05/2017 13:30:00,98,323.7633,18.93,29.5,PR,17016,3
02/05/2017 14:00:00,92,300.9833,19,43.67,PR,17016,3
05/05/2017 08:00:00,60,227.324,17.4,53.37,PR,17016,3
05/05/2017 08:30:00,76,263.24,21.07,45.23,PR,17016,3
05/05/2017 09:30:00,81,248.59,19,38,PR,17016,3
05/05/2017 10:00:00,86,251.198,21.03,37.97,PR,17016,3
05/05/2017 10:30:00,72,251.821,22.83,29.37,PR,17016,3
05/05/2017 11:00:00,69,184.7848,22.07,29.72,PR,17016,3
05/05/2017 11:30:00,89,175.9483,22.5,30.73,PR,17016,3
05/05/2017 12:30:00,88,273.7121,22.43,27.79,PR,17016,3
05/05/2017 13:00:00,84,283.5987,20.3,38.67,PR,17016,3
05/05/2017 13:30:00,82,237.2287,23,36.2,PR,17016,3
05/05/2017 14:00:00,83,238.924,22.17,38,PR,17016,3
05/05/2017 14:30:00,85,250.0693,22.8,36.2,PR,17016,3
05/05/2017 15:00:00,83,283.5757,18.9,42.13,PR,17016,3
05/05/2017 15:30:00,82,295.8793,17,49.7,PR,17016,3
05/05/2017 16:00:00,83,290.5583,17,50.23,PR,17016,3
05/05/2017 16:30:00,91,295.004,16.03,51.9,PR,17016,3
05/05/2017 17:00:00,92,336.8177,16,50.53,PR,17016,3
05/05/2017 17:30:00,94,346.008,16,47.63,PR,17016,3
05/05/2017 18:00:00,89,364.8457,16,42.17,PR,17016,3
05/05/2017 18:30:00,87,324.7697,15.87,41.17,PR,17016,3
05/05/2017 19:00:00,83,300.9123,15.17,43.3,PR,17016,3
05/05/2017 19:30:00,81,278.5543,15,44.57,PR,17016,3
05/05/2017 20:00:00,88,251.6427,15,45,PR,17016,3
05/05/2017 20:30:00,84,294.2407,15,47,PR,17016,3
05/05/2017 21:00:00,89,283.775,15,48,PR,17016,3
05/05/2017 21:30:00,95,314.214,15,48,PR,17016,3
05/05/2017 22:00:00,96,345.1737,15,48.93,PR,17016,3
05/05/2017 22:30:00,94,336.93,15,50.37,PR,17016,3
05/05/2017 23:00:00,89,327.8547,15,51.33,PR,17016,3
05/05/2017 23:30:00,91,317.91,15,52.97,PR,17016,3
06/05/2017 00:00:00,94,323.2763,15,54.97,PR,17016,3
06/05/2017 00:30:00,91,340.2028,15,58.97,PR,17016,3
06/05/2017 01:30:00,77,265.645,15,60.86,PR,17016,3
06/05/2017 02:00:00,64,228.89,15,57.23,PR,17016,3
06/05/2017 02:30:00,64,175.6893,14.23,56.03,PR,17016,3
06/05/2017 03:00:00,56,169.044,14,55.37,PR,17016,3
06/05/2017 03:30:00,77,151.5743,14,55,PR,17016,3
06/05/2017 04:00:00,78,257.076,14,55,PR,17016,3
06/05/2017 04:30:00,73,264.4237,14,55,PR,17016,3
06/05/2017 05:00:00,70,227.3723,14,55.77,PR,17016,3
06/05/2017 05:30:00,80,226.2367,14,56,PR,17016,3
06/05/2017 06:00:00,86,277.831,15,54.17,PR,17016,3
06/05/2017 06:30:00,84,280.9043,20.13,43,PR,17016,3
06/05/2017 07:00:00,85,271.796,22.3,31.37,PR,17016,3
06/05/2017 07:30:00,95,254.055,23.13,23.03,PR,17016,3
06/05/2017 08:00:00,96,303.4707,23.23,22,PR,17016,3
06/05/2017 08:30:00,101,311.6443,23.4,21.97,PR,17016,3
06/05/2017 09:00:00,96,332.184,23.3,22.03,PR,17016,3
06/05/2017 09:30:00,93,286.2077,25.43,21.1,PR,17016,3
06/05/2017 10:00:00,98,286.745,25.97,20.67,PR,17016,3
06/05/2017 10:30:00,95,308.7257,23.4,21.8,PR,17016,3
06/05/2017 11:00:00,94,283.6897,24.1,21.77,PR,17016,3
06/05/2017 11:30:00,94,279.1907,24.77,21.23,PR,17016,3
06/05/2017 12:00:00,94,250.1803,25.5,20.8,PR,17016,3
06/05/2017 12:30:00,98,238.2783,26.63,19.97,PR,17016,3
06/05/2017 13:00:00,95,247.6183,28.17,18.7,PR,17016,3
