date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 14:00:00,124,119.7688,27.18,32.47,PR,17013,3
06/04/2017 15:00:00,121,254.0663,21,37,PR,17013,3
06/04/2017 16:00:00,81,225.1173,20.57,37.77,PR,17013,3
06/04/2017 17:00:00,55,160.0733,19,43.7,PR,17013,3
06/04/2017 18:00:00,53,111.8273,18,48.57,PR,17013,3
06/04/2017 19:00:00,65,84.2143,17,51.87,PR,17013,3
06/04/2017 20:00:00,67,207.3677,16,59.87,PR,17013,3
06/04/2017 21:00:00,45,160.8653,15,68.43,PR,17013,3
06/04/2017 22:00:00,33,80.9237,15,68.47,PR,17013,3
06/04/2017 23:00:00,59,101.121,14,60.67,PR,17013,3
07/04/2017 00:00:00,66,225.0867,13.2,57,PR,17013,3
07/04/2017 02:00:00,80,325.2617,13,57.13,PR,17013,3
07/04/2017 03:00:00,51,313.3567,12.6,57.4,PR,17013,3
07/04/2017 04:00:00,18,72.63,12.33,57.67,PR,17013,3
07/04/2017 05:00:00,47,64.386,12.53,58.33,PR,17013,3
07/04/2017 06:00:00,34,118.397,13.3,55,PR,17013,3
07/04/2017 07:00:00,55,35.3953,23.5,42.57,PR,17013,3
07/04/2017 08:00:00,77,141.231,27.27,33.27,PR,17013,3
07/04/2017 09:00:00,77,129.652,29.17,30.5,PR,17013,3
07/04/2017 10:00:00,85,189.92,25.87,32.5,PR,17013,3
07/04/2017 11:00:00,78,163.56,24.17,34.13,PR,17013,3
07/04/2017 12:00:00,107,173.922,22.33,36.23,PR,17013,3
07/04/2017 13:00:00,110,220.3983,26,33.8,PR,17013,3
07/04/2017 14:00:00,108,261.3833,26.43,32.83,PR,17013,3
07/04/2017 15:00:00,104,351.422,19.17,46.13,PR,17013,3
07/04/2017 16:00:00,92,328.6513,18,48.63,PR,17013,3
07/04/2017 17:00:00,76,299.354,17.83,49,PR,17013,3
07/04/2017 18:00:00,58,222.09,17,49.03,PR,17013,3
07/04/2017 19:00:00,49,157.981,15.17,52.1,PR,17013,3
