date,RefSt,Sensor_O3,Temp,RelHum
06/04/2017 15:00:00,121,569.62,21,33
06/04/2017 16:00:00,81,517.84,20,35
06/04/2017 17:00:00,55,311.34,18,40
06/04/2017 18:00:00,53,224.6537,17.3,46.67
06/04/2017 19:00:00,65,162.2033,16.57,50.9
06/04/2017 20:00:00,67,329.4723,15.73,56.27
06/04/2017 21:00:00,45,241.1417,15,63.79
06/04/2017 22:00:00,33,150.0313,14,64.47
06/04/2017 23:00:00,59,138.921,13,55.27
07/04/2017 00:00:00,66,320.4197,13,53
07/04/2017 01:00:00,74,362.534,12.87,53.9
07/04/2017 02:00:00,80,507.758,12,55.1
07/04/2017 03:00:00,51,524.045,12,54
07/04/2017 04:00:00,18,172.342,11.77,54.43
07/04/2017 05:00:00,47,81.8697,12.2,54.5
07/04/2017 06:00:00,34,185.54,12.76,49.69
07/04/2017 07:00:00,55,87.0783,17.53,39.3
07/04/2017 08:00:00,77,177.6003,23.6,32.3
07/04/2017 09:00:00,77,147.06,27,26
07/04/2017 10:00:00,85,188.649,26.21,28
07/04/2017 11:00:00,78,157.5307,24.07,29.13
07/04/2017 12:00:00,107,217.63,22.25,31.92
07/04/2017 13:00:00,110,335.17,21,34
07/04/2017 15:00:00,104,472.4513,18.4,37.2
07/04/2017 16:00:00,92,452.401,17.9,38.6
07/04/2017 17:00:00,76,396.9127,17.07,39
07/04/2017 18:00:00,58,308.7083,16.6,39.4
07/04/2017 19:00:00,49,201.505,14.73,44.07
07/04/2017 20:00:00,73,171.245,14.03,49.1
07/04/2017 21:00:00,52,330.4423,13.2,52.97
07/04/2017 22:00:00,44,181.8231,13,56.76
07/04/2017 23:00:00,40,134.82,12.67,57.23
08/04/2017 00:00:00,20,115.884,12,58.73
08/04/2017 01:00:00,7,57.4828,12,62.1
08/04/2017 02:00:00,5,39.4227,12,63.23
08/04/2017 03:00:00,6,37.6543,12,63.07
08/04/2017 04:00:00,5,38.29,11,63.1
08/04/2017 05:00:00,6,35.1897,11,63.3
08/04/2017 06:00:00,11,38.083,11.57,59.13
08/04/2017 07:00:00,23,36.2313,18.3,45.57
08/04/2017 08:00:00,58,42.6407,22.83,33.53
08/04/2017 09:00:00,80,191.676,24.17,29.27
08/04/2017 10:00:00,88,203.6583,23.8,31.1
08/04/2017 11:00:00,117,253.54,25.3,30.33
08/04/2017 12:00:00,126,420.62,24.2,30.57
08/04/2017 13:00:00,122,441.6445,24.07,30.69
08/04/2017 14:00:00,121,404.5597,23.87,32.27
08/04/2017 15:00:00,126,506.1223,21.5,33.83
08/04/2017 16:00:00,124,615.3657,20.23,34.7
08/04/2017 17:00:00,113,568.65,18.93,35.1
08/04/2017 18:00:00,91,541.6683,17.47,36.1
08/04/2017 19:00:00,70,356.41,15.23,39.63
08/04/2017 20:00:00,17,227.812,14,41
08/04/2017 21:00:00,12,45.858,14,41.1
08/04/2017 22:00:00,35,52.305,13,40
08/04/2017 23:00:00,23,104.8947,13,39
09/04/2017 00:00:00,35,76.1683,12.73,39.3
09/04/2017 01:00:00,53,112.2727,12,40
09/04/2017 02:00:00,63,247.316,12,40
09/04/2017 03:00:00,47,313.9707,12,40
09/04/2017 04:00:00,14,152.4087,12,40
09/04/2017 05:00:00,12,45.2333,11,41.03
09/04/2017 06:00:00,20,44.9367,11.07,42
09/04/2017 07:00:00,53,49.8187,17.23,36.77
09/04/2017 08:00:00,71,138.935,21.07,33.77
09/04/2017 09:00:00,85,199.508,25,28.1
09/04/2017 10:00:00,104,241.3573,22.1,31.03
09/04/2017 11:00:00,117,281.809,23.8,33.03
09/04/2017 12:00:00,117,410.4863,23.03,33.4
09/04/2017 13:00:00,119,387.93,23,33
09/04/2017 14:00:00,118,405.9357,21.7,34
09/04/2017 15:00:00,114,455.628,20.43,35.57
09/04/2017 16:00:00,110,496.263,19.93,35.3
09/04/2017 17:00:00,102,475.899,19,35.63
09/04/2017 18:00:00,86,450.479,17.41,36.76
09/04/2017 19:00:00,56,289.6197,15.37,49.63
09/04/2017 20:00:00,17,112.4203,14.4,59.7
09/04/2017 21:00:00,11,40.3743,14,56.9
09/04/2017 22:00:00,31,45.493,13.2,51.5
09/04/2017 23:00:00,41,102.3473,13,48.43
10/04/2017 00:00:00,34,100.089,13,48
10/04/2017 01:00:00,55,92.0553,12.7,48.3
10/04/2017 02:00:00,92,232.322,12.83,47.73
10/04/2017 03:00:00,62,493.2497,14.67,38.4
10/04/2017 04:00:00,51,255.8183,12.07,41.9
10/04/2017 05:00:00,26,209.1723,12,42.33
10/04/2017 06:00:00,37,82.8193,12.5,41.63
10/04/2017 07:00:00,68,80.7983,20,34.77
10/04/2017 08:00:00,73,151.2393,23.83,30.8
10/04/2017 09:00:00,81,136.435,24.27,28.63
10/04/2017 10:00:00,98,74.0177,23.6,31.67
10/04/2017 11:00:00,109,162.842,24,32.97
10/04/2017 12:00:00,125,259.7827,24.87,32.33
10/04/2017 13:00:00,103,350.5509,24.64,32.45
10/04/2017 14:00:00,98,287.505,24.17,32.67
10/04/2017 15:00:00,90,277.6757,21.63,34
10/04/2017 16:00:00,92,177.4377,21,34
10/04/2017 17:00:00,90,256.51,20.37,34.63
10/04/2017 18:00:00,73,291.5043,19.7,35
10/04/2017 19:00:00,58,195.333,18.73,35.27
10/04/2017 20:00:00,61,134.2553,18.1,35.9
10/04/2017 21:00:00,65,217.444,17.87,36
10/04/2017 22:00:00,70,206.574,17.27,36
10/04/2017 23:00:00,51,206.7337,16,37
11/04/2017 00:00:00,48,153.0367,15.97,37
11/04/2017 01:00:00,57,181.1497,16,36.67
11/04/2017 02:00:00,24,118.9337,15.57,36.9
11/04/2017 03:00:00,17,60.1997,14,39.67
11/04/2017 04:00:00,7,42.7247,13.2,42.83
11/04/2017 05:00:00,7,34.838,13,44.97
11/04/2017 06:00:00,9,32.585,14.1,45.17
11/04/2017 07:00:00,23,31.0053,20.07,37.53
11/04/2017 08:00:00,47,41.1547,26.63,31.13
11/04/2017 09:00:00,24,68.124,24.9,29.8
11/04/2017 10:00:00,41,48.4603,25.43,31.27
11/04/2017 11:00:00,82,64.4313,25.03,32.17
11/04/2017 13:00:00,74,230.28,25.63,32
11/04/2017 14:00:00,90,185.6587,21.87,36.8
11/04/2017 15:00:00,85,284.3403,19.73,43.7
11/04/2017 16:00:00,70,262.3843,19.5,46.43
11/04/2017 17:00:00,80,195.8823,18.5,49.23
11/04/2017 18:00:00,81,238.125,17.13,61.33
11/04/2017 19:00:00,90,272.5453,16.23,64.07
11/04/2017 20:00:00,99,288.052,16.03,66.63
11/04/2017 21:00:00,82,329.0366,16,67.03
11/04/2017 22:00:00,85,251.722,16,68
11/04/2017 23:00:00,94,271.7873,16,68.13
12/04/2017 00:00:00,81,337.8413,15.17,68.93
12/04/2017 01:00:00,69,267.3153,14.93,68.13
12/04/2017 02:00:00,53,220.3537,14,69
12/04/2017 03:00:00,46,140.5473,13.17,69
12/04/2017 04:00:00,44,121.928,13,69.27
12/04/2017 05:00:00,23,116.3117,13,70
12/04/2017 06:00:00,25,55.2737,13.27,69.87
12/04/2017 07:00:00,35,63.9,19.53,52.07
12/04/2017 08:00:00,88,53.7333,22.3,44.8
12/04/2017 09:00:00,98,181.4377,23.2,34
12/04/2017 10:00:00,99,256.3237,24,32.83
12/04/2017 11:00:00,103,259.4853,23.77,32.9
12/04/2017 12:00:00,106,325.684,23.93,32.93
12/04/2017 13:00:00,106,336.9837,23.43,33.03
12/04/2017 14:00:00,105,401.181,22.5,33.5
12/04/2017 15:00:00,108,401.0027,20.77,34.57
12/04/2017 16:00:00,107,431.0233,20.27,34.73
12/04/2017 17:00:00,97,404.5214,19,38.57
12/04/2017 18:00:00,81,289.4773,18.1,45.53
12/04/2017 19:00:00,76,216.131,16.33,51.87
12/04/2017 20:00:00,75,193.519,16,59.73
12/04/2017 21:00:00,58,172.4828,15,63
12/04/2017 22:00:00,53,114.7683,14.5,62.5
12/04/2017 23:00:00,49,114.171,14,58.87
13/04/2017 00:00:00,44,94.2627,14,57
13/04/2017 01:00:00,32,85.0563,13.9,57
13/04/2017 02:00:00,34,75.0793,13,56.93
13/04/2017 03:00:00,39,67.6177,13,56.97
13/04/2017 04:00:00,24,82.4053,13,57
13/04/2017 05:00:00,6,53.5913,13,57
13/04/2017 06:00:00,9,35.0623,13.4,57
13/04/2017 07:00:00,25,32.988,18.53,45.73
13/04/2017 08:00:00,31,37.2367,21.97,35.83
13/04/2017 09:00:00,47,40.045,24.47,32.5
13/04/2017 10:00:00,57,52.7463,24.3,32.7
13/04/2017 11:00:00,93,63.8783,24.4,32.67
13/04/2017 12:00:00,137,231.4437,24.07,32.87
13/04/2017 13:00:00,144,368.8593,24.03,32.97
13/04/2017 14:00:00,127,407.3133,22.77,33.57
13/04/2017 15:00:00,104,373.581,20.97,36.83
13/04/2017 16:00:00,96,287.8443,20.07,41.93
13/04/2017 17:00:00,91,248.315,19.2,45.8
13/04/2017 18:00:00,80,254.542,18,49.67
13/04/2017 19:00:00,69,191.808,17.33,54.43
13/04/2017 20:00:00,53,132.346,16,67.7
13/04/2017 21:00:00,36,94.5737,15.93,68
13/04/2017 22:00:00,27,59.7007,15,68
13/04/2017 23:00:00,22,48.8933,15,69.23
14/04/2017 00:00:00,29,43.493,14.87,69.47
14/04/2017 01:00:00,18,52.6797,14.97,68.73
14/04/2017 02:00:00,16,39.313,13.73,69.47
14/04/2017 03:00:00,25,40.3297,13.31,69
14/04/2017 04:00:00,56,54.19,13,66.1
14/04/2017 05:00:00,46,142.041,13.2,61.83
14/04/2017 06:00:00,18,99.83,14.07,59.47
14/04/2017 07:00:00,21,34.1241,19.1,50.62
14/04/2017 08:00:00,29,32.782,22.1,44.67
14/04/2017 09:00:00,47,36.6373,25.1,33.4
14/04/2017 10:00:00,75,84.6103,24.53,32.8
14/04/2017 11:00:00,74,153.4923,24.6,33.3
14/04/2017 12:00:00,103,117.322,24.47,33
14/04/2017 13:00:00,118,227.1753,24.4,33.67
14/04/2017 14:00:00,111,564.5683,24.1,32.9
14/04/2017 15:00:00,117,514.3293,22.13,33.87
14/04/2017 16:00:00,114,604.128,21.97,34
14/04/2017 17:00:00,114,568.305,21.53,34
14/04/2017 18:00:00,114,543.3693,21,34
14/04/2017 19:00:00,95,567.6727,18.8,35.2
14/04/2017 20:00:00,55,333.797,18,36
14/04/2017 21:00:00,37,134.16,17,37
14/04/2017 22:00:00,61,95.885,17.83,37
14/04/2017 23:00:00,71,154.097,17,37.6
15/04/2017 00:00:00,76,242.1163,17,38
15/04/2017 02:00:00,68,235.5747,16,40.17
15/04/2017 03:00:00,66,195.4667,15,41.77
15/04/2017 04:00:00,59,195.2173,15,42
15/04/2017 05:00:00,44,147.8333,15,42.47
15/04/2017 06:00:00,42,95.7637,15.03,43.93
15/04/2017 07:00:00,60,69.3513,20.63,37.27
15/04/2017 08:00:00,88,137.575,21.77,34.93
15/04/2017 09:00:00,95,208.8663,24.73,32.93
15/04/2017 10:00:00,97,201.7047,23.7,33.93
15/04/2017 11:00:00,88,279.9433,21.33,35.13
15/04/2017 12:00:00,95,282.8,20.67,37.17
15/04/2017 13:00:00,93,273.475,20.67,38.7
15/04/2017 14:00:00,100,254.9593,21.23,38.87
15/04/2017 15:00:00,93,320.772,19.57,39.37
15/04/2017 16:00:00,85,304.819,18.7,45.27
15/04/2017 17:00:00,61,278.5247,18,48.3
15/04/2017 18:00:00,67,138.2143,17.8,49.53
15/04/2017 19:00:00,59,203.0003,16.93,52.9
15/04/2017 20:00:00,55,135.6083,16,57.33
15/04/2017 21:00:00,53,113.661,15.93,56.5
15/04/2017 22:00:00,68,140.2023,16.13,51.43
15/04/2017 23:00:00,48,218.024,15,48.8
16/04/2017 00:00:00,62,124.974,14.6,50.3
16/04/2017 01:00:00,70,248.9797,14.6,50.83
16/04/2017 02:00:00,59,228.377,14.43,50.83
16/04/2017 03:00:00,50,158.9917,13.77,53.2
16/04/2017 04:00:00,41,118.0727,13,57.17
16/04/2017 05:00:00,39,91.3063,13,60.2
16/04/2017 06:00:00,54,89.5787,13.23,64.37
16/04/2017 07:00:00,63,124.5223,19.1,41.77
16/04/2017 08:00:00,67,112.8873,24.4,32.67
16/04/2017 09:00:00,76,121.8133,25.97,31.27
16/04/2017 10:00:00,76,107.2967,24.4,32.43
16/04/2017 11:00:00,77,96.463,23.1,33.17
16/04/2017 12:00:00,94,148.6907,21.9,33.87
16/04/2017 13:00:00,102,212.093,21.47,34
16/04/2017 14:00:00,103,240.6653,21.07,34.97
16/04/2017 15:00:00,92,290.353,20.97,34.03
16/04/2017 16:00:00,91,230.7963,20.7,35.07
16/04/2017 17:00:00,83,222.6227,19.8,36.6
16/04/2017 18:00:00,75,205.524,19.3,38.07
16/04/2017 19:00:00,51,182.7277,18,38.83
16/04/2017 20:00:00,40,103.9897,16.17,41.17
16/04/2017 21:00:00,47,76.1267,16.03,42.23
16/04/2017 22:00:00,29,108.9477,15.9,42.23
16/04/2017 23:00:00,28,57.7857,15.1,43.47
17/04/2017 00:00:00,21,51.9907,15,47.77
17/04/2017 01:00:00,27,43.478,14,50
17/04/2017 02:00:00,19,49.3357,14,50
17/04/2017 03:00:00,19,41.9227,13.37,51
17/04/2017 04:00:00,20,43.6567,13,52
17/04/2017 05:00:00,27,43.783,13.6,52.73
17/04/2017 06:00:00,55,60.1137,15.97,50.5
17/04/2017 07:00:00,68,114.0123,17.87,47
17/04/2017 08:00:00,76,133.8047,21.73,39
17/04/2017 09:00:00,77,152.675,22.23,34.77
17/04/2017 10:00:00,79,165.22,21.7,35.03
17/04/2017 11:00:00,90,182.9507,23.37,34.03
17/04/2017 12:00:00,98,217.0623,22.27,35.73
17/04/2017 13:00:00,100,218.459,21.63,36.97
17/04/2017 14:00:00,98,236.674,21.5,37.03
17/04/2017 15:00:00,95,229.6453,20.8,40.03
17/04/2017 16:00:00,91,203.8953,19.97,44.2
17/04/2017 17:00:00,87,202.1013,19.17,45.8
17/04/2017 18:00:00,76,182.9847,18.17,49.83
17/04/2017 19:00:00,65,159.1407,17.33,51.67
17/04/2017 20:00:00,49,126.45,16.33,54.97
17/04/2017 21:00:00,28,77.735,15.33,62.6
17/04/2017 22:00:00,31,48.7417,15,60.2
17/04/2017 23:00:00,53,61.543,15,58.2
18/04/2017 00:00:00,38,98.0997,14.21,62.31
18/04/2017 01:00:00,59,67.6063,14,63
18/04/2017 02:00:00,61,121.833,15,59.87
18/04/2017 03:00:00,47,120.2607,15,57
18/04/2017 04:00:00,26,85.275,14,62.43
18/04/2017 05:00:00,8,45.2037,14,64
18/04/2017 06:00:00,22,35.4277,15.33,55.87
18/04/2017 07:00:00,39,46.5273,18.17,49.73
22/04/2017 09:00:00,100,284.1125,19,34.75
23/04/2017 16:00:00,124,446.822,20.3,34.7
24/04/2017 02:00:00,46,149.6583,12,45.55
24/04/2017 08:00:00,67,63.49,20,35
24/04/2017 11:00:00,113,457.7818,22.24,33.59
25/04/2017 11:00:00,122,325.37,22,37
25/04/2017 13:00:00,112,343.1,22,36
25/04/2017 16:00:00,110,401.5264,19.41,42.95
25/04/2017 17:00:00,101,387.4057,18.48,45.52
26/04/2017 02:00:00,64,200.1847,16.03,70.27
26/04/2017 09:00:00,51,182.72,16,71
26/04/2017 15:00:00,43,134.91,16,58
26/04/2017 16:00:00,37,90.2565,15.39,61.7
26/04/2017 18:00:00,38,104.1147,13.73,59
27/04/2017 08:00:00,34,102.962,8.33,81.27
27/04/2017 10:00:00,41,142.4017,9,81
27/04/2017 11:00:00,43,228.972,9,79.5
28/04/2017 14:00:00,100,198.13,17,36
28/04/2017 15:00:00,106,561,16,37
28/04/2017 17:00:00,99,666.5243,15.2,37
29/04/2017 11:00:00,110,621.0113,18.75,35.25
29/04/2017 12:00:00,111,623.909,19.33,35.03
29/04/2017 13:00:00,110,608.2317,19.9,34.87
29/04/2017 14:00:00,111,235.891,18.3,35.7
29/04/2017 15:00:00,105,81.205,18.17,36.8
29/04/2017 16:00:00,99,224.1547,16.1,38.7
29/04/2017 17:00:00,96,378.86,16,38
29/04/2017 18:00:00,89,477.7873,16,38
29/04/2017 19:00:00,88,480.286,15,38
29/04/2017 20:00:00,95,486.517,15,39.17
29/04/2017 21:00:00,90,522.4707,15,40.53
29/04/2017 22:00:00,100,503.8293,15,44
29/04/2017 23:00:00,104,541.0373,14.9,46.93
30/04/2017 00:00:00,103,590.329,15,48
30/04/2017 01:00:00,92,587.889,15,48.07
30/04/2017 02:00:00,83,486.3787,15,48.6
30/04/2017 03:00:00,79,401.1193,15,52
30/04/2017 04:00:00,84,366.0553,15,55.13
30/04/2017 05:00:00,82,431.088,15.17,53.03
30/04/2017 06:00:00,82,370.7073,15.07,58.93
30/04/2017 07:00:00,84,361.453,15.13,69.9
30/04/2017 08:00:00,84,357.1707,15.83,71
30/04/2017 09:00:00,86,316.043,17.8,67.53
30/04/2017 10:00:00,87,322.3273,18.03,64.23
30/04/2017 12:00:00,91,353.98,19,52
30/04/2017 13:00:00,96,402.5527,18.13,52.9
30/04/2017 14:00:00,96,443.1,18,55
30/04/2017 15:00:00,102,469.2337,18.23,54.1
30/04/2017 16:00:00,93,528.95,18,53
30/04/2017 17:00:00,88,443.9477,18.03,53.83
30/04/2017 18:00:00,80,413.167,17.33,56.4
30/04/2017 19:00:00,74,366.6137,16.8,60.27
30/04/2017 20:00:00,81,322.4533,16.7,62.07
30/04/2017 21:00:00,87,490.5447,15.9,53.6
30/04/2017 22:00:00,101,604.4047,16,48.57
30/04/2017 22:30:00,106,786.8217,15.3,46.37
30/04/2017 23:00:00,101,888.5827,15.77,40.57
30/04/2017 23:30:00,98,845.131,15.7,40
01/05/2017 00:00:00,94,825.612,15.23,39.97
01/05/2017 00:30:00,88,796.4113,15.1,39.83
01/05/2017 01:00:00,92,738.3493,15,40.14
01/05/2017 01:30:00,96,629.8617,14,55.25
01/05/2017 02:00:00,92,676.327,13.3,57.37
01/05/2017 02:30:00,88,657.1017,13,59.67
01/05/2017 03:00:00,90,646.7983,13,60.67
01/05/2017 03:30:00,88,666.8213,12.73,60.33
01/05/2017 04:00:00,92,676.201,12.3,60.4
01/05/2017 04:30:00,94,748.6767,12.07,58.37
01/05/2017 05:00:00,83,774.5163,12,58
01/05/2017 05:30:00,75,668.8047,12,57.4
01/05/2017 06:00:00,77,568.0673,12.47,56.57
01/05/2017 06:30:00,86,551.9973,13.37,55.87
01/05/2017 07:00:00,78,546.817,16.53,48.8
01/05/2017 07:30:00,77,526.9137,14.83,48.83
01/05/2017 08:00:00,86,547.421,15.73,40.93
01/05/2017 08:30:00,92,493.538,19.1,39.2
01/05/2017 09:00:00,87,608.2453,17.37,39.73
01/05/2017 09:30:00,95,608.166,16.87,40.9
01/05/2017 10:00:00,105,665.141,17.53,40.33
01/05/2017 10:30:00,104,784.148,17,41.43
01/05/2017 11:00:00,104,776.6273,17.97,39.87
01/05/2017 11:30:00,107,809.191,17.87,38.63
01/05/2017 12:00:00,107,834.6237,18.97,36.37
01/05/2017 12:30:00,111,823.169,19.9,35
01/05/2017 13:00:00,113,852.501,19.23,35.03
01/05/2017 13:30:00,111,892.3513,18.93,35.13
01/05/2017 14:00:00,109,867.3057,18.33,35.67
01/05/2017 14:30:00,110,849.1833,18.47,35.7
01/05/2017 15:00:00,107,878.0327,18.07,35.93
01/05/2017 15:30:00,105,858.5763,17.9,36
01/05/2017 16:00:00,102,856.0963,17.5,36
01/05/2017 16:30:00,104,828.5653,17.63,36
01/05/2017 17:00:00,104,847.3657,17.07,36
01/05/2017 17:30:00,101,820.372,16.83,36.17
01/05/2017 18:00:00,100,818.9697,16.03,36.97
01/05/2017 18:30:00,89,784.954,16.03,37.9
01/05/2017 19:00:00,86,674.1003,15.87,39.07
01/05/2017 19:30:00,83,647.4287,15.17,39.53
01/05/2017 20:00:00,70,584.6203,15,40.97
01/05/2017 20:30:00,65,461.3253,15,42.43
01/05/2017 21:00:00,75,400.9583,15,44.67
01/05/2017 21:30:00,81,472.303,14.27,47.73
01/05/2017 22:00:00,79,526.5086,13.59,48.79
01/05/2017 22:30:00,70,525.1193,13,49
01/05/2017 23:00:00,62,475.7637,13,49.27
01/05/2017 23:30:00,53,433.2787,12.53,49.5
02/05/2017 00:00:00,38,341.944,12,51.43
02/05/2017 00:30:00,44,232.1807,12,52.13
02/05/2017 01:00:00,42,236.1047,12,53
02/05/2017 01:30:00,44,218.1942,12,53
02/05/2017 02:00:00,49,219.4103,12,53.1
02/05/2017 02:30:00,43,258.4163,12,53.63
02/05/2017 03:00:00,50,237.554,12,53.73
02/05/2017 03:30:00,54,272.905,12,54
02/05/2017 04:00:00,49,327.3563,12,54
02/05/2017 04:30:00,37,287.766,12,54
02/05/2017 05:00:00,13,213.9957,12,53.6
02/05/2017 05:30:00,6,94.0993,12.3,53.1
02/05/2017 06:00:00,7,55.4757,13.53,51.57
02/05/2017 06:30:00,21,40.2323,15.4,47.67
02/05/2017 07:00:00,23,61.624,17.4,38.23
02/05/2017 07:30:00,48,63.756,18.53,36.27
02/05/2017 08:00:00,59,152.209,20.73,34.27
02/05/2017 08:30:00,62,196.6347,21.57,33.9
02/05/2017 09:00:00,51,216.6243,22.57,33.2
05/05/2017 13:30:00,82,224.5917,21.67,36.67
05/05/2017 14:00:00,83,225.724,21.2,37.63
05/05/2017 15:30:00,82,294.76,21,39
05/05/2017 16:00:00,83,264.7938,19,41.04
05/05/2017 16:30:00,91,294.0973,19,41
05/05/2017 17:30:00,94,411.98,18,37
05/05/2017 18:00:00,89,439.0114,18,36.43
06/05/2017 01:30:00,77,292.0864,18,47
06/05/2017 02:00:00,64,283.696,18,46.23
06/05/2017 02:30:00,64,270.2573,17.5,44.37
06/05/2017 03:00:00,56,289.0573,17,43.5
06/05/2017 17:00:00,101,485.48,17,44
06/05/2017 17:30:00,100,486.3922,19,38.52
06/05/2017 18:00:00,95,483.9923,18.2,41.73
07/05/2017 01:30:00,68,327.3736,15,48.79
07/05/2017 02:00:00,72,342.9041,15,48.79
07/05/2017 02:30:00,73,364.911,15,49.6
07/05/2017 03:00:00,60,369.3707,15,50
08/05/2017 01:30:00,60,273.4915,14.69,52.46
08/05/2017 02:00:00,70,291.881,14,55.77
08/05/2017 02:30:00,62,350.7107,14,57.17
08/05/2017 03:00:00,60,323.208,14,57
09/05/2017 01:30:00,9,65.6193,15,51
09/05/2017 02:00:00,12,51.4247,14.27,52.7
09/05/2017 02:30:00,19,54.375,14,54.07
09/05/2017 03:00:00,16,73.414,14,55
09/05/2017 13:00:00,82,236.55,24,33
09/05/2017 13:30:00,117,204.7168,23.55,33.41
09/05/2017 14:00:00,109,307.161,23.3,34.1
09/05/2017 14:30:00,105,461.17,21,36
09/05/2017 15:00:00,90,393.5603,20.37,42.17
09/05/2017 15:30:00,80,311.0067,19.87,44.93
09/05/2017 16:00:00,82,262.82,20,46
10/05/2017 01:30:00,35,164.2373,16.8,55.87
10/05/2017 02:00:00,13,113.5867,16.7,59.33
10/05/2017 02:30:00,14,52.1779,16,60.62
10/05/2017 03:00:00,15,45.5697,16,59.67
10/05/2017 09:00:00,73,233.04,16,59
10/05/2017 09:30:00,73,282.0193,25.26,35.37
10/05/2017 10:00:00,80,245.1157,26.47,32.57
10/05/2017 10:30:00,87,275.6523,25.07,34.47
10/05/2017 11:00:00,88,291.7487,24.03,37.33
10/05/2017 11:30:00,92,246.705,23.97,37.63
10/05/2017 12:00:00,97,178.5417,24.87,35.77
10/05/2017 12:30:00,99,167.6213,23.67,37.83
10/05/2017 13:00:00,98,184.3557,23.77,37.67
10/05/2017 13:30:00,101,205.6831,22.45,39.28
10/05/2017 14:00:00,98,192.746,21.83,40.57
10/05/2017 14:30:00,101,220.2907,21,43.53
10/05/2017 15:00:00,100,201.058,21,44
10/05/2017 15:30:00,100,194.9447,20.7,44.97
10/05/2017 16:00:00,95,212.0683,20,47.43
10/05/2017 16:30:00,91,203.51,20.13,47.57
10/05/2017 17:00:00,87,240.244,19.1,48.5
10/05/2017 17:30:00,84,257.9313,18.97,49.27
10/05/2017 18:00:00,85,252.8337,18.23,52.53
10/05/2017 18:30:00,84,265.7587,18,54
10/05/2017 19:00:00,83,263.0363,18,55.6
10/05/2017 19:30:00,86,276.9643,18,58.83
10/05/2017 20:00:00,91,315.154,18,57.8
10/05/2017 20:30:00,90,348.3087,18,57.5
10/05/2017 21:00:00,92,385.038,18,56.83
10/05/2017 21:30:00,96,383.4373,18,56.3
10/05/2017 22:00:00,94,433.1293,18,56.33
10/05/2017 22:30:00,91,458.7693,18,55.63
10/05/2017 23:00:00,90,439.7747,18,56.63
10/05/2017 23:30:00,95,470.436,17.97,55.43
11/05/2017 00:00:00,98,525.9053,17.57,55.23
11/05/2017 00:30:00,98,580.248,17,55.13
11/05/2017 01:00:00,97,613.1313,17,55.8
11/05/2017 01:30:00,92,590.07,17,55.33
11/05/2017 02:00:00,92,520.6243,17,56.7
11/05/2017 02:30:00,91,553.477,17,57.87
11/05/2017 03:00:00,93,538.0093,17,60.73
11/05/2017 03:30:00,90,567.154,17,61.77
11/05/2017 04:00:00,84,534.209,17,61.67
11/05/2017 04:30:00,83,475.4643,17,62
11/05/2017 05:00:00,76,496.4407,17,60.5
11/05/2017 05:30:00,63,435.5637,17,58.27
11/05/2017 06:00:00,56,332.1623,18,55.6
11/05/2017 06:30:00,47,276.9963,17.83,54.5
11/05/2017 07:00:00,56,221.3067,16.77,58.77
11/05/2017 07:30:00,62,185.627,17,64.07
11/05/2017 08:30:00,52,342.537,15.6,66.63
11/05/2017 09:00:00,45,298.3007,14.9,69.37
11/05/2017 09:30:00,47,160.6973,17.7,68.47
11/05/2017 10:30:00,56,140.6267,27.43,36.17
11/05/2017 11:00:00,73,324.6537,23.93,40.8
11/05/2017 11:30:00,72,438.4257,24.07,40.43
11/05/2017 12:00:00,84,338.5547,26.53,38.93
11/05/2017 12:30:00,85,460.2743,24.37,40.93
11/05/2017 13:00:00,85,470.1417,24.67,42.1
11/05/2017 13:30:00,83,453.0447,25.27,41.7
11/05/2017 14:00:00,80,635.9477,22,39.57
11/05/2017 14:30:00,76,573.4897,22.5,38.7
11/05/2017 15:00:00,65,522.5167,21.63,39.43
11/05/2017 15:30:00,85,353.023,22.8,41.07
11/05/2017 16:00:00,82,422.0427,21.8,45.43
11/05/2017 16:30:00,87,400.427,21.63,47.93
11/05/2017 17:00:00,88,449.3577,21,48
11/05/2017 17:30:00,84,498.3833,20.93,48.07
11/05/2017 18:00:00,77,508.917,20,49
11/05/2017 18:30:00,69,432.6517,19.43,50.6
11/05/2017 19:00:00,56,354.7467,19,52
11/05/2017 19:30:00,40,263.6293,18.2,53.2
11/05/2017 20:00:00,51,167.4383,18,54.5
11/05/2017 20:30:00,38,192.4217,17.73,54
11/05/2017 21:00:00,22,158.2334,17,54.45
11/05/2017 21:30:00,42,95.2367,17,55.07
11/05/2017 22:00:00,59,119.8457,17,57.73
11/05/2017 22:30:00,76,206.282,17,61
11/05/2017 23:00:00,67,391.04,18,54
11/05/2017 23:30:00,52,377.7744,17,55
12/05/2017 00:00:00,46,282.608,16.6,56.97
12/05/2017 00:30:00,47,213.927,16,59.43
12/05/2017 01:00:00,47,202.5513,16,61.93
12/05/2017 01:30:00,64,285.756,16.33,57
12/05/2017 02:00:00,37,380.6753,17.23,52.17
12/05/2017 02:30:00,30,208.5747,16.8,52.63
12/05/2017 03:00:00,44,149.6057,15.93,55
12/05/2017 03:30:00,68,252.1477,16.97,51.1
12/05/2017 04:00:00,69,501.3266,17.72,47.62
12/05/2017 04:30:00,42,567.606,17.4,47.23
12/05/2017 05:00:00,56,372.2497,17,47.03
12/05/2017 05:30:00,75,425.4547,17.67,46.47
12/05/2017 06:00:00,75,585.35,23,34
