date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 15:00:00,121,32.85,21,33,PR,17009,2
06/04/2017 16:00:00,81,33.76,20,35,PR,17009,2
06/04/2017 17:00:00,55,35.08,18,40,PR,17009,2
06/04/2017 18:00:00,53,38.6247,17.3,46.67,PR,17009,2
06/04/2017 19:00:00,65,33.069,16.57,50.9,PR,17009,2
06/04/2017 20:00:00,67,44.215,15.73,56.27,PR,17009,2
06/04/2017 21:00:00,45,42.6397,15,63.79,PR,17009,2
06/04/2017 22:00:00,33,38.8143,14,64.47,PR,17009,2
06/04/2017 23:00:00,59,45.7747,13,55.27,PR,17009,2
07/04/2017 00:00:00,66,68.1517,13,53,PR,17009,2
07/04/2017 01:00:00,74,69.808,12.87,53.9,PR,17009,2
07/04/2017 02:00:00,80,104.5593,12,55.1,PR,17009,2
07/04/2017 03:00:00,51,95.8237,12,54,PR,17009,2
07/04/2017 04:00:00,18,64.138,11.77,54.43,PR,17009,2
07/04/2017 05:00:00,47,50.39,12.2,54.5,PR,17009,2
07/04/2017 06:00:00,34,65.7317,12.76,49.69,PR,17009,2
07/04/2017 07:00:00,55,39.81,17.53,39.3,PR,17009,2
07/04/2017 08:00:00,77,40.168,23.6,32.3,PR,17009,2
07/04/2017 09:00:00,77,28.79,27,26,PR,17009,2
07/04/2017 10:00:00,85,25.8759,26.21,28,PR,17009,2
07/04/2017 11:00:00,78,24.743,24.07,29.13,PR,17009,2
07/04/2017 12:00:00,107,27.4375,22.25,31.92,PR,17009,2
07/04/2017 13:00:00,110,25.68,21,34,PR,17009,2
07/04/2017 15:00:00,104,42.0297,18.4,37.2,PR,17009,2
07/04/2017 16:00:00,92,58.461,17.9,38.6,PR,17009,2
07/04/2017 17:00:00,76,58.3243,17.07,39,PR,17009,2
07/04/2017 18:00:00,58,47.239,16.6,39.4,PR,17009,2
07/04/2017 19:00:00,49,46.891,14.73,44.07,PR,17009,2
07/04/2017 20:00:00,73,46.557,14.03,49.1,PR,17009,2
07/04/2017 21:00:00,52,60.3823,13.2,52.97,PR,17009,2
07/04/2017 22:00:00,44,54.0214,13,56.76,PR,17009,2
07/04/2017 23:00:00,40,56.2447,12.67,57.23,PR,17009,2
08/04/2017 00:00:00,20,50.5303,12,58.73,PR,17009,2
08/04/2017 01:00:00,7,39.2541,12,62.1,PR,17009,2
08/04/2017 02:00:00,5,32.408,12,63.23,PR,17009,2
08/04/2017 03:00:00,6,29.5217,12,63.07,PR,17009,2
08/04/2017 04:00:00,5,28.7963,11,63.1,PR,17009,2
08/04/2017 05:00:00,6,27.4337,11,63.3,PR,17009,2
08/04/2017 06:00:00,11,27.5773,11.57,59.13,PR,17009,2
08/04/2017 07:00:00,23,20.623,18.3,45.57,PR,17009,2
08/04/2017 08:00:00,58,20.6477,22.83,33.53,PR,17009,2
08/04/2017 09:00:00,80,22.0717,24.17,29.27,PR,17009,2
08/04/2017 10:00:00,88,26.3867,23.8,31.1,PR,17009,2
08/04/2017 11:00:00,117,32.488,25.3,30.33,PR,17009,2
08/04/2017 12:00:00,126,37.007,24.2,30.57,PR,17009,2
08/04/2017 13:00:00,122,37.6066,24.07,30.69,PR,17009,2
08/04/2017 14:00:00,121,39.5187,23.87,32.27,PR,17009,2
08/04/2017 15:00:00,126,51.246,21.5,33.83,PR,17009,2
08/04/2017 16:00:00,124,75.6353,20.23,34.7,PR,17009,2
08/04/2017 17:00:00,113,84.4503,18.93,35.1,PR,17009,2
08/04/2017 18:00:00,91,118.226,17.47,36.1,PR,17009,2
08/04/2017 19:00:00,70,95.3883,15.23,39.63,PR,17009,2
08/04/2017 20:00:00,17,74.2493,14,41,PR,17009,2
08/04/2017 21:00:00,12,41.1167,14,41.1,PR,17009,2
08/04/2017 22:00:00,35,42.2553,13,40,PR,17009,2
08/04/2017 23:00:00,23,56.008,13,39,PR,17009,2
09/04/2017 00:00:00,35,51.3883,12.73,39.3,PR,17009,2
09/04/2017 01:00:00,53,60.344,12,40,PR,17009,2
09/04/2017 02:00:00,63,85.393,12,40,PR,17009,2
09/04/2017 03:00:00,47,120.141,12,40,PR,17009,2
09/04/2017 04:00:00,14,92.302,12,40,PR,17009,2
09/04/2017 05:00:00,12,53.2687,11,41.03,PR,17009,2
09/04/2017 06:00:00,20,45.508,11.07,42,PR,17009,2
09/04/2017 07:00:00,53,34.1937,17.23,36.77,PR,17009,2
09/04/2017 08:00:00,71,32.349,21.07,33.77,PR,17009,2
09/04/2017 09:00:00,85,33.684,25,28.1,PR,17009,2
09/04/2017 10:00:00,104,31.4797,22.1,31.03,PR,17009,2
09/04/2017 11:00:00,117,31.511,23.8,33.03,PR,17009,2
09/04/2017 12:00:00,117,35.0247,23.03,33.4,PR,17009,2
09/04/2017 13:00:00,119,34.11,23,33,PR,17009,2
09/04/2017 14:00:00,118,42.2567,21.7,34,PR,17009,2
09/04/2017 15:00:00,114,53.091,20.43,35.57,PR,17009,2
09/04/2017 16:00:00,110,58.5537,19.93,35.3,PR,17009,2
09/04/2017 17:00:00,102,70.0907,19,35.63,PR,17009,2
09/04/2017 18:00:00,86,73.7041,17.41,36.76,PR,17009,2
