date,RefSt,Sensor_O3,Temp,RelHum,,,
28/04/2017 14:00:00,100,259,19,24,PR,17016,4
28/04/2017 15:00:00,106,464.899,13.87,26.6,PR,17016,4
28/04/2017 16:00:00,106,523.333,13,27,PR,17016,4
28/04/2017 17:00:00,99,546.259,12.63,27.37,PR,17016,4
28/04/2017 18:00:00,87,512.611,11.87,28,PR,17016,4
28/04/2017 19:00:00,75,405.798,10.63,28.37,PR,17016,4
28/04/2017 20:00:00,26,338.507,10,36.23,PR,17016,4
28/04/2017 21:00:00,20,33.5033,8.9,44.9,PR,17016,4
28/04/2017 22:00:00,41,57.7463,8,53.37,PR,17016,4
28/04/2017 23:00:00,60,165.144,7,54,PR,17016,4
29/04/2017 00:00:00,54,292.1776,7,54.03,PR,17016,4
29/04/2017 02:00:00,44,113.6933,7,58.03,PR,17016,4
29/04/2017 03:00:00,61,192.9417,7,61.53,PR,17016,4
29/04/2017 04:00:00,50,299.8252,7,66.21,PR,17016,4
29/04/2017 05:00:00,20,174.0547,7,64.57,PR,17016,4
29/04/2017 06:00:00,20,40.7877,9.2,65.17,PR,17016,4
29/04/2017 07:00:00,47,36.866,18.5,30.5,PR,17016,4
29/04/2017 08:00:00,93,138.1013,19.27,29.23,PR,17016,4
29/04/2017 09:00:00,97,355.848,20.53,23.47,PR,17016,4
29/04/2017 10:00:00,103,400.4643,22.07,22.73,PR,17016,4
29/04/2017 11:00:00,110,454.3823,19.67,23.83,PR,17016,4
29/04/2017 12:00:00,111,478.035,18.63,24.3,PR,17016,4
29/04/2017 13:00:00,110,506.2463,19.67,24,PR,17016,4
29/04/2017 14:00:00,111,504.9293,17.23,25.07,PR,17016,4
29/04/2017 15:00:00,105,516.4413,16.7,25.43,PR,17016,4
29/04/2017 16:00:00,99,527.846,13.2,40.1,PR,17016,4
29/04/2017 17:00:00,96,510.68,13,40,PR,17016,4
29/04/2017 18:00:00,89,516.8897,13,39.9,PR,17016,4
29/04/2017 19:00:00,88,471.673,12,41,PR,17016,4
29/04/2017 20:00:00,95,460.9367,12,44.17,PR,17016,4
29/04/2017 21:00:00,90,463.7497,12,48.37,PR,17016,4
29/04/2017 22:00:00,100,451.0283,12,50,PR,17016,4
29/04/2017 23:00:00,104,468.9123,11.63,52.5,PR,17016,4
30/04/2017 00:00:00,103,511.9217,12,53,PR,17016,4
30/04/2017 02:00:00,83,410.6393,12,53.63,PR,17016,4
