date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 14:00:00,124,242.3542,24.26,18.68,PR,17017,1
06/04/2017 15:00:00,121,655.9086,19,24.45,PR,17017,1
06/04/2017 16:00:00,81,635.47,18.03,28.6,PR,17017,1
06/04/2017 17:00:00,55,443.4073,16.93,37.37,PR,17017,1
06/04/2017 18:00:00,53,283.8683,15.87,44.6,PR,17017,1
06/04/2017 19:00:00,65,218.8113,14.73,46.47,PR,17017,1
06/04/2017 20:00:00,67,420.5957,13.73,50.73,PR,17017,1
06/04/2017 21:00:00,45,329.2917,12.47,54.9,PR,17017,1
06/04/2017 22:00:00,33,195.712,12.17,56.3,PR,17017,1
06/04/2017 23:00:00,59,166.3633,10.53,53.33,PR,17017,1
07/04/2017 00:00:00,66,384.5113,10.13,51.4,PR,17017,1
07/04/2017 02:00:00,80,620.3977,9.13,51.83,PR,17017,1
07/04/2017 03:00:00,51,543.173,9.03,51.27,PR,17017,1
07/04/2017 04:00:00,18,232.0337,8.77,52.03,PR,17017,1
07/04/2017 05:00:00,47,86.361,8.8,52.2,PR,17017,1
07/04/2017 06:00:00,34,212.4857,9.33,50,PR,17017,1
07/04/2017 07:00:00,55,101.2927,21.87,24.37,PR,17017,1
07/04/2017 08:00:00,77,299.1493,26.07,17.4,PR,17017,1
07/04/2017 09:00:00,77,366.0823,28.33,16.63,PR,17017,1
07/04/2017 10:00:00,85,471.3837,23.53,18.9,PR,17017,1
07/04/2017 11:00:00,78,437.702,21.57,19.7,PR,17017,1
07/04/2017 12:00:00,107,371.05,19.91,20.55,PR,17017,1
07/04/2017 13:00:00,110,494.3507,19.4,20.97,PR,17017,1
07/04/2017 14:00:00,108,589.778,22.27,19.43,PR,17017,1
07/04/2017 15:00:00,104,712.679,16.13,35.5,PR,17017,1
07/04/2017 16:00:00,92,707.3817,14.43,37.83,PR,17017,1
07/04/2017 17:00:00,76,623.866,14.43,39.4,PR,17017,1
07/04/2017 18:00:00,58,480.192,13.2,39.03,PR,17017,1
07/04/2017 19:00:00,49,318.8237,11.5,46.13,PR,17017,1
07/04/2017 20:00:00,73,265.7017,11.07,49.03,PR,17017,1
07/04/2017 21:00:00,52,488.4587,10,53.17,PR,17017,1
07/04/2017 22:00:00,44,282.1237,10.03,55.77,PR,17017,1
07/04/2017 23:00:00,40,246.5923,9,55.2,PR,17017,1
08/04/2017 00:00:00,20,189.7957,9,58.17,PR,17017,1
08/04/2017 02:00:00,5,45.1787,8.87,63.53,PR,17017,1
08/04/2017 03:00:00,6,41.5407,8.57,66.77,PR,17017,1
08/04/2017 04:00:00,5,40.883,8,65.07,PR,17017,1
08/04/2017 05:00:00,6,38.1893,8,66.77,PR,17017,1
