date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 14:00:00,124,317.3441,27.18,32.47,PR,17013,1
06/04/2017 15:00:00,121,684.7293,21,37,PR,17013,1
06/04/2017 16:00:00,81,649.7737,20.57,37.77,PR,17013,1
06/04/2017 17:00:00,55,527.3657,19,43.7,PR,17013,1
06/04/2017 18:00:00,53,410.572,18,48.57,PR,17013,1
06/04/2017 19:00:00,65,300.5797,17,51.87,PR,17013,1
06/04/2017 20:00:00,67,581.3647,16,59.87,PR,17013,1
06/04/2017 21:00:00,45,466.1337,15,68.43,PR,17013,1
06/04/2017 22:00:00,33,290.9873,15,68.47,PR,17013,1
06/04/2017 23:00:00,59,377.777,14,60.67,PR,17013,1
07/04/2017 00:00:00,66,668.486,13.2,57,PR,17013,1
07/04/2017 02:00:00,80,840.3927,13,57.13,PR,17013,1
07/04/2017 03:00:00,51,792.6127,12.6,57.4,PR,17013,1
07/04/2017 04:00:00,18,306.2503,12.33,57.67,PR,17013,1
07/04/2017 05:00:00,47,183.3353,12.53,58.33,PR,17013,1
07/04/2017 06:00:00,34,370.0683,13.3,55,PR,17013,1
07/04/2017 07:00:00,55,134.0847,23.5,42.57,PR,17013,1
07/04/2017 08:00:00,77,420.4013,27.27,33.27,PR,17013,1
07/04/2017 09:00:00,77,425.308,29.17,30.5,PR,17013,1
07/04/2017 10:00:00,85,555.9487,25.87,32.5,PR,17013,1
07/04/2017 11:00:00,78,470.799,24.17,34.13,PR,17013,1
07/04/2017 12:00:00,107,443.292,22.33,36.23,PR,17013,1
07/04/2017 13:00:00,110,527.948,26,33.8,PR,17013,1
07/04/2017 14:00:00,108,600.7447,26.43,32.83,PR,17013,1
07/04/2017 15:00:00,104,730.17,19.17,46.13,PR,17013,1
07/04/2017 16:00:00,92,762.9963,18,48.63,PR,17013,1
07/04/2017 17:00:00,76,695.1343,17.83,49,PR,17013,1
07/04/2017 18:00:00,58,546.6517,17,49.03,PR,17013,1
07/04/2017 19:00:00,49,416.265,15.17,52.1,PR,17013,1
07/04/2017 20:00:00,73,423.7337,14.7,55.13,PR,17013,1
07/04/2017 21:00:00,52,673.757,14,62.63,PR,17013,1
07/04/2017 22:00:00,44,456.4537,13.7,68.83,PR,17013,1
07/04/2017 23:00:00,40,377.975,13,64.73,PR,17013,1
08/04/2017 00:00:00,20,295.4643,13,67.07,PR,17013,1
08/04/2017 02:00:00,5,44.433,12,70.23,PR,17013,1
08/04/2017 03:00:00,6,35.1153,12.1,70.23,PR,17013,1
08/04/2017 04:00:00,5,33.042,12,70,PR,17013,1
08/04/2017 05:00:00,6,28.8973,12,70,PR,17013,1
08/04/2017 06:00:00,11,37.2223,12.3,69.47,PR,17013,1
08/04/2017 07:00:00,23,34.027,25.47,44.03,PR,17013,1
08/04/2017 08:00:00,58,81.917,28.43,34.73,PR,17013,1
08/04/2017 09:00:00,80,398.932,28.73,31.37,PR,17013,1
08/04/2017 10:00:00,88,456.752,24.97,33.43,PR,17013,1
08/04/2017 11:00:00,117,705.1407,24.5,35.3,PR,17013,1
08/04/2017 12:00:00,126,844.5027,24.37,34.63,PR,17013,1
08/04/2017 13:00:00,122,814.4717,28.53,31.63,PR,17013,1
08/04/2017 14:00:00,121,692.2207,29.83,30.97,PR,17013,1
08/04/2017 15:00:00,126,866.9507,22,36.9,PR,17013,1
08/04/2017 16:00:00,124,1025.779,21,37.97,PR,17013,1
08/04/2017 17:00:00,113,942.3493,19.38,40.24,PR,17013,1
08/04/2017 18:00:00,91,946.6653,17.87,44.7,PR,17013,1
08/04/2017 19:00:00,70,715.795,16,51.43,PR,17013,1
08/04/2017 20:00:00,17,492.93,15,51.73,PR,17013,1
08/04/2017 21:00:00,12,77.7747,14.1,52.73,PR,17013,1
08/04/2017 22:00:00,35,104.351,14,51.77,PR,17013,1
08/04/2017 23:00:00,23,315.0283,13.17,51,PR,17013,1
09/04/2017 00:00:00,35,201.2387,13,51,PR,17013,1
09/04/2017 02:00:00,63,614.8183,12.47,51.5,PR,17013,1
09/04/2017 03:00:00,47,708.2193,12,52,PR,17013,1
09/04/2017 04:00:00,14,357.9017,12,51.97,PR,17013,1
09/04/2017 05:00:00,12,68.565,11.97,52.6,PR,17013,1
09/04/2017 06:00:00,20,63.9063,12.07,52.93,PR,17013,1
09/04/2017 07:00:00,53,91.6937,24.27,39.87,PR,17013,1
09/04/2017 08:00:00,71,403.7923,26.63,33.17,PR,17013,1
09/04/2017 09:00:00,85,595.695,29.67,30.4,PR,17013,1
09/04/2017 10:00:00,104,582.9517,24,33.67,PR,17013,1
09/04/2017 11:00:00,117,643.2037,23.83,42.33,PR,17013,1
09/04/2017 12:00:00,117,748.039,23.53,41.17,PR,17013,1
09/04/2017 13:00:00,119,682.4633,27.87,34.73,PR,17013,1
09/04/2017 14:00:00,118,700.4763,27.83,35.03,PR,17013,1
09/04/2017 15:00:00,114,819.8143,21,44.77,PR,17013,1
09/04/2017 16:00:00,110,865.3933,20,45.93,PR,17013,1
09/04/2017 17:00:00,102,848.449,19.41,46,PR,17013,1
09/04/2017 18:00:00,86,778.1103,17.9,47.73,PR,17013,1
09/04/2017 19:00:00,56,632.2853,16,59.67,PR,17013,1
09/04/2017 20:00:00,17,322.4617,15,67.5,PR,17013,1
09/04/2017 21:00:00,11,68.4217,14.03,68.83,PR,17013,1
09/04/2017 22:00:00,31,75.892,14,60.07,PR,17013,1
09/04/2017 23:00:00,41,348.801,14,56.53,PR,17013,1
10/04/2017 00:00:00,34,290.2137,13,55.73,PR,17013,1
10/04/2017 02:00:00,92,628.058,13.27,55,PR,17013,1
10/04/2017 03:00:00,62,971.1097,14.9,50.27,PR,17013,1
10/04/2017 04:00:00,51,554.543,13,51.97,PR,17013,1
10/04/2017 05:00:00,26,506.5413,12.73,52.27,PR,17013,1
10/04/2017 06:00:00,37,205.709,13.23,52,PR,17013,1
10/04/2017 07:00:00,68,169.3617,27.37,35.8,PR,17013,1
10/04/2017 08:00:00,73,405.1387,28.47,31.53,PR,17013,1
10/04/2017 09:00:00,81,396.7383,28.77,30.67,PR,17013,1
10/04/2017 10:00:00,98,235.5483,24.8,33.57,PR,17013,1
10/04/2017 11:00:00,109,488.1703,24.4,37.33,PR,17013,1
10/04/2017 12:00:00,125,605.4207,24.23,37.77,PR,17013,1
10/04/2017 13:00:00,103,679.9093,28.43,33.93,PR,17013,1
10/04/2017 14:00:00,98,545.119,30.33,30.9,PR,17013,1
10/04/2017 15:00:00,90,582.245,22,39.3,PR,17013,1
10/04/2017 16:00:00,92,499.629,21,41,PR,17013,1
10/04/2017 17:00:00,90,614.7724,21,43.66,PR,17013,1
10/04/2017 18:00:00,73,614.466,20.2,44.13,PR,17013,1
10/04/2017 19:00:00,58,475.5477,19,45,PR,17013,1
10/04/2017 20:00:00,61,356.8973,18.87,45.13,PR,17013,1
10/04/2017 21:00:00,65,547.617,18,46,PR,17013,1
10/04/2017 22:00:00,70,558.5537,17.87,46,PR,17013,1
10/04/2017 23:00:00,51,466.307,16.2,47.13,PR,17013,1
11/04/2017 00:00:00,48,406.321,16,47.43,PR,17013,1
11/04/2017 02:00:00,24,252.3837,15.87,46.9,PR,17013,1
11/04/2017 03:00:00,17,130.135,14.13,50.53,PR,17013,1
11/04/2017 04:00:00,7,67.5083,14,52.63,PR,17013,1
11/04/2017 05:00:00,7,38.789,14,53.87,PR,17013,1
11/04/2017 06:00:00,9,31.9453,14.83,53.17,PR,17013,1
11/04/2017 07:00:00,23,27.7863,25.47,43.17,PR,17013,1
11/04/2017 08:00:00,47,85.931,31.87,30.7,PR,17013,1
11/04/2017 09:00:00,24,194.7687,29.23,31,PR,17013,1
11/04/2017 10:00:00,41,98.4233,26.77,32.87,PR,17013,1
11/04/2017 11:00:00,82,265.8113,25.9,38.03,PR,17013,1
11/04/2017 12:00:00,94,605.1367,24.93,36.23,PR,17013,1
11/04/2017 13:00:00,74,447.1493,30.33,31.6,PR,17013,1
11/04/2017 14:00:00,90,403.8947,27.8,37.23,PR,17013,1
11/04/2017 15:00:00,85,551.8707,20.63,48.63,PR,17013,1
11/04/2017 16:00:00,70,502.3097,20.43,51.13,PR,17013,1
11/04/2017 17:00:00,80,440.3173,19.3,53.43,PR,17013,1
11/04/2017 18:00:00,81,550.012,17.77,63.93,PR,17013,1
11/04/2017 19:00:00,90,632.7227,17,65.13,PR,17013,1
11/04/2017 20:00:00,99,690.9683,17,65.73,PR,17013,1
11/04/2017 21:00:00,82,789.972,16,65.8,PR,17013,1
11/04/2017 22:00:00,85,638.6903,16,67.93,PR,17013,1
11/04/2017 23:00:00,94,667.758,16,68.57,PR,17013,1
12/04/2017 00:00:00,81,746.937,15.93,68.8,PR,17013,1
12/04/2017 02:00:00,53,579.1757,14.1,70.9,PR,17013,1
12/04/2017 03:00:00,46,428.787,14,71.43,PR,17013,1
12/04/2017 04:00:00,44,408.55,13.43,72,PR,17013,1
12/04/2017 05:00:00,23,400.5837,13.43,72,PR,17013,1
12/04/2017 06:00:00,25,129.9033,14.2,71.8,PR,17013,1
12/04/2017 07:00:00,35,155.5123,26.13,45.83,PR,17013,1
12/04/2017 08:00:00,88,179.302,28.13,41.53,PR,17013,1
