date,RefSt,Sensor_O3,Temp,RelHum,,,
06/04/2017 14:00:00,124,84.8326,24.26,18.68,PR,17017,4
06/04/2017 15:00:00,121,180.8452,19,24.45,PR,17017,4
06/04/2017 16:00:00,81,175.496,18.03,28.6,PR,17017,4
06/04/2017 17:00:00,55,136.3177,16.93,37.37,PR,17017,4
06/04/2017 18:00:00,53,89.538,15.87,44.6,PR,17017,4
06/04/2017 19:00:00,65,61.7577,14.73,46.47,PR,17017,4
06/04/2017 20:00:00,67,150.624,13.73,50.73,PR,17017,4
06/04/2017 21:00:00,45,82.1023,12.47,54.9,PR,17017,4
06/04/2017 22:00:00,33,45.5787,12.17,56.3,PR,17017,4
06/04/2017 23:00:00,59,76.1783,10.53,53.33,PR,17017,4
07/04/2017 00:00:00,66,151.2697,10.13,51.4,PR,17017,4
07/04/2017 02:00:00,80,213.4587,9.13,51.83,PR,17017,4
07/04/2017 03:00:00,51,200.938,9.03,51.27,PR,17017,4
07/04/2017 04:00:00,18,46.7323,8.77,52.03,PR,17017,4
07/04/2017 05:00:00,47,56.55,8.8,52.2,PR,17017,4
07/04/2017 06:00:00,34,97.218,9.33,50,PR,17017,4
07/04/2017 07:00:00,55,21.1583,21.87,24.37,PR,17017,4
07/04/2017 08:00:00,77,62.717,26.07,17.4,PR,17017,4
07/04/2017 09:00:00,77,62.6957,28.33,16.63,PR,17017,4
07/04/2017 10:00:00,85,96.8487,23.53,18.9,PR,17017,4
07/04/2017 11:00:00,78,126.2467,21.57,19.7,PR,17017,4
07/04/2017 12:00:00,107,142.2,19.91,20.55,PR,17017,4
07/04/2017 13:00:00,110,206.739,19.4,20.97,PR,17017,4
07/04/2017 14:00:00,108,238.5337,22.27,19.43,PR,17017,4
07/04/2017 15:00:00,104,322.4833,16.13,35.5,PR,17017,4
07/04/2017 16:00:00,92,308.986,14.43,37.83,PR,17017,4
07/04/2017 17:00:00,76,267.8907,14.43,39.4,PR,17017,4
07/04/2017 18:00:00,58,207.8593,13.2,39.03,PR,17017,4
07/04/2017 19:00:00,49,118.635,11.5,46.13,PR,17017,4
07/04/2017 20:00:00,73,123.663,11.07,49.03,PR,17017,4
07/04/2017 21:00:00,52,247.6563,10,53.17,PR,17017,4
07/04/2017 22:00:00,44,146.294,10.03,55.77,PR,17017,4
07/04/2017 23:00:00,40,124.3637,9,55.2,PR,17017,4
08/04/2017 00:00:00,20,86.5933,9,58.17,PR,17017,4
08/04/2017 02:00:00,5,17.7963,8.87,63.53,PR,17017,4
08/04/2017 03:00:00,6,16.9987,8.57,66.77,PR,17017,4
08/04/2017 04:00:00,5,17.5497,8,65.07,PR,17017,4
08/04/2017 05:00:00,6,16.1447,8,66.77,PR,17017,4
